ORF,FOP,instability index
YLR278C,0.47,48.41
YLR279W,0.36,48.13
YLR280C,0.34,87.23
YLR281C,0.41,70.64
YLR282C,0.44,39.53
YLR283W,0.48,50.35
YLR284C,0.44,30.78
YLR285W,0.45,48.01
YLR286C,0.56,37.5
YLR287C,0.43,35.78
YLR287C-A,0.85,31.38
YLR288C,0.43,36.23
YLR289W,0.4,27.74
YLR290C,0.44,40.0
YLR291C,0.5,45.75
YLR292C,0.49,36.28
YLR293C,0.81,33.53
YLR294C,0.45,53.29
YLR295C,0.58,62.13
YLR296W,0.43,41.81
YLR297W,0.39,35.55
YLR298C,0.44,54.3
YLR299W,0.43,28.26
YLR300W,0.68,34.95
YLR301W,0.64,30.11
YLR302C,0.43,47.31
YLR303W,0.76,22.82
YLR304C,0.74,25.61
YLR305C,0.47,36.87
YLR306W,0.45,59.42
YLR307W,0.43,31.86
YLR308W,0.46,32.64
YLR309C,0.46,50.43
YLR310C,0.43,46.35
YLR311C,0.32,67.21
YLR312C,0.4,58.62
YLR312W-A,0.44,46.05
YLR313C,0.43,46.44
YLR314C,0.51,50.65
YLR315W,0.42,63.01
YLR316C,0.41,29.67
YLR317W,0.41,69.58
YLR318W,0.45,38.35
YLR319C,0.45,44.12
YLR320W,0.43,47.12
YLR321C,0.52,43.18
YLR322W,0.55,38.13
YLR323C,0.4,46.96
YLR324W,0.47,41.46
YLR325C,0.9,33.03
YLR326W,0.41,52.92
YLR327C,0.59,40.66
YLR328W,0.55,47.28
YLR329W,0.41,44.62
YLR330W,0.49,60.42
YLR331C,0.4,61.07
YLR332W,0.46,66.18
YLR333C,0.86,26.94
YLR334C,0.43,39.86
YLR335W,0.45,38.12
YLR336C,0.45,42.76
YLR337C,0.43,80.3
YLR338W,0.34,31.75
YLR339C,0.39,33.81
YLR340W,0.93,44.92
YLR341W,0.45,45.92
YLR342W,0.62,40.21
YLR343W,0.44,40.44
YLR344W,0.86,29.24
YLR345W,0.41,43.07
YLR346C,0.44,38.77
YLR347C,0.56,44.56
YLR348C,0.51,29.28
YLR349W,0.42,60.98
YLR350W,0.53,41.8
YLR351C,0.47,38.68
YLR352W,0.48,45.64
YLR353W,0.43,59.26
YLR354C,0.83,30.15
YLR355C,0.94,30.09
YLR356W,0.53,27.36
YLR357W,0.47,46.02
YLR358C,0.39,58.33
YLR359W,0.65,41.53
YLR360W,0.42,40.8
YLR361C,0.45,47.55
YLR362W,0.46,41.7
YLR363C,0.51,45.72
YLR364W,0.53,35.28
YLR365W,0.37,48.33
YLR366W,0.4,63.52
YLR367W,0.81,36.5
YLR368W,0.4,44.01
YLR369W,0.48,38.01
YLR370C,0.51,39.25
YLR371W,0.47,48.7
YLR372W,0.72,34.33
YLR373C,0.48,37.62
YLR374C,0.43,27.44
YLR375W,0.44,48.48
YLR376C,0.43,44.19
YLR377C,0.57,34.36
YLR378C,0.66,27.94
YLR379W,0.43,22.33
YLR380W,0.64,46.39
YLR381W,0.46,37.56
YLR382C,0.45,38.48
YLR383W,0.47,40.61
YLR384C,0.52,39.5
YLR385C,0.41,34.17
YLR386W,0.45,42.92
YLR387C,0.51,44.09
YLR388W,0.89,31.39
YLR389C,0.49,33.75
YLR390W,0.47,36.4
YLR392C,0.42,44.07
YLR393W,0.46,41.12
YLR394W,0.4,57.66
YLR395C,0.58,48.99
YLR396C,0.42,42.06
YLR397C,0.46,40.59
YLR398C,0.51,42.2
YLR399C,0.45,55.81
YLR400W,0.46,55.8
YLR401C,0.54,42.13
YLR402W,0.45,46.95
YLR403W,0.48,45.35
YLR404W,0.41,46.24
YLR405W,0.44,32.9
YLR406C,0.84,46.39
YLR407W,0.47,48.9
YLR408C,0.49,61.02
YLR409C,0.51,41.82
YLR410W,0.49,44.35
YLR411W,0.46,43.57
YLR412W,0.39,38.83
YLR413W,0.57,37.73
YLR414C,0.44,53.38
YLR415C,0.41,33.14
YLR416C,0.42,57.42
YLR417W,0.44,42.39
YLR418C,0.45,34.04
YLR419W,0.48,36.29
YLR420W,0.45,35.42
YLR421C,0.5,57.65
YLR422W,0.42,47.41
YLR423C,0.46,27.0
YLR424W,0.41,40.62
YLR425W,0.42,45.95
YLR426W,0.41,40.81
YLR427W,0.47,53.18
YLR428C,0.41,47.2
YLR429W,0.52,45.84
YLR430W,0.47,43.66
YLR431C,0.41,55.87
YLR432W,0.76,31.19
YLR433C,0.48,39.99
YLR434C,0.42,36.58
YLR435W,0.54,41.62
YLR436C,0.46,44.63
YLR437C,0.46,73.79
YLR438W,0.71,38.0
YLR439W,0.56,46.7
YLR440C,0.44,42.62
YLR441C,0.87,33.36
YLR442C,0.43,46.51
YLR443W,0.42,41.92
YLR444C,0.38,31.96
YLR445W,0.55,64.66
YLR446W,0.44,48.08
YLR447C,0.6,41.96
YLR448W,0.87,27.47
YLR449W,0.59,56.52
YLR450W,0.51,41.57
YLR451W,0.43,48.51
YLR452C,0.45,39.49
YLR453C,0.44,37.42
YLR454W,0.45,40.49
YLR455W,0.41,43.62
YLR456W,0.4,37.33
YLR457C,0.42,75.01
YLR458W,0.42,56.47
YLR459W,0.46,39.23
YLR460C,0.54,32.81
YLR461W,0.89,18.18
YLR462W,0.48,33.18
YLR463C,0.44,57.98
YLR464W,0.46,48.43
YLR465C,0.51,44.59
YLR466W,0.44,38.92
YLR467W,0.45,39.2
YML001W,0.49,41.19
YML002W,0.43,40.95
YML003W,0.4,50.09
YML004C,0.52,40.27
YML005W,0.42,38.82
YML006C,0.43,43.42
YML007W,0.43,47.41
YML008C,0.65,29.97
YML009C,0.48,15.41
YML009C-A,0.47,56.87
YML010W,0.54,36.31
YML009W-B,0.25,30.78
YML011C,0.43,39.59
YML012W,0.61,39.2
YML012C-A,0.34,67.71
YML013W,0.49,44.06
YML014W,0.49,47.27
YML015C,0.51,51.49
YML016C,0.46,54.1
YML017W,0.42,29.79
YML018C,0.46,29.26
YML019W,0.47,49.74
YML020W,0.45,39.09
YML021C,0.4,31.26
YML022W,0.63,25.45
YML023C,0.4,44.68
YML024W,0.94,46.09
YML025C,0.53,43.89
YML026C,0.9,36.59
YML027W,0.5,76.92
YML028W,0.91,29.57
YML029W,0.46,38.83
YML030W,0.54,57.07
YML031W,0.46,36.28
YML032C,0.46,36.3
YML034W,0.43,46.66
YML035C,0.5,38.63
YML034C-A,0.45,39.24
YML036W,0.42,43.7
YML037C,0.42,41.89
YML038C,0.45,29.51
YML039W,0.47,48.57
YML040W,0.46,51.96
YML041C,0.39,44.46
YML042W,0.5,45.04
YML043C,0.48,58.33
YML045W,0.47,47.44
YML046W,0.42,38.82
YML047C,0.42,32.89
YML048W,0.56,41.08
YML047W-A,0.34,74.08
YML049C,0.45,44.03
YML050W,0.47,36.9
YML051W,0.47,40.23
YML052W,0.52,40.7
YML053C,0.49,54.55
YML054C,0.56,37.98
YML055W,0.48,26.81
YML056C,0.76,31.46
YML057W,0.5,41.47
YML057C-A,0.38,55.47
YML058W,0.65,48.41
YML059C,0.51,40.7
YML060W,0.47,36.27
YML061C,0.46,46.86
YML062C,0.38,48.07
YML063W,0.89,33.06
YML064C,0.37,40.81
YML065W,0.45,45.66
YML066C,0.41,30.22
YML067C,0.49,27.03
YML068W,0.43,45.44
YML069W,0.52,41.74
YML070W,0.56,27.12
YML071C,0.47,50.31
YML072C,0.54,33.48
YML073C,0.88,28.68
YML074C,0.69,63.54
YML075C,0.55,38.19
YML076C,0.44,44.13
YML077W,0.43,26.9
YML078W,0.64,22.97
YML079W,0.5,45.57
YML080W,0.5,34.99
YML081W,0.46,44.5
YML082W,0.43,45.39
YML083C,0.45,50.13
YML084W,0.41,31.74
YML085C,0.62,31.16
YML086C,0.56,24.19
YML087C,0.43,33.08
YML088W,0.44,43.86
YML089C,0.41,46.46
YML090W,0.35,10.7
YML091C,0.48,40.37
YML092C,0.48,26.47
YML093W,0.55,51.13
YML094W,0.56,47.38
YML095C,0.45,43.05
YML094C-A,0.34,47.04
YML096W,0.42,36.24
YML097C,0.45,46.2
YML098W,0.41,46.88
YML099C,0.44,48.58
YML100W,0.54,45.06
YML099W-A,0.34,36.51
YML101C,0.41,57.76
YML101C-A,0.41,44.0
YML102W,0.41,46.48
YML103C,0.47,37.58
YML104C,0.41,41.2
YML105C,0.53,43.48
YML106W,0.63,30.29
YML107C,0.44,35.65
YML108W,0.5,38.94
YML109W,0.47,49.32
YML110C,0.52,34.82
YML111W,0.45,46.12
YML112W,0.52,38.53
YML113W,0.4,61.11
YML114C,0.46,59.61
YML115C,0.46,44.82
YML116W,0.41,32.25
YML117W,0.46,52.68
YML116W-A,0.31,74.98
YML118W,0.41,48.47
YML119W,0.39,58.48
YML120C,0.57,35.53
YML121W,0.45,49.28
YML122C,0.43,62.71
YML123C,0.76,35.79
YML124C,0.62,32.17
YML125C,0.58,42.95
YML126C,0.7,31.88
YML127W,0.48,48.03
YML128C,0.59,32.25
YML129C,0.56,68.66
YML130C,0.54,33.62
YML131W,0.53,25.93
YML132W,0.47,37.83
YML133C,0.45,38.41
YMR001C,0.47,41.51
YMR002W,0.6,58.21
YMR003W,0.4,46.81
YMR004W,0.47,42.23
YMR005W,0.43,50.04
YMR006C,0.56,34.37
YMR007W,0.45,41.56
YMR008C,0.6,28.19
YMR009W,0.52,40.85
YMR010W,0.44,34.41
YMR011W,0.7,30.09
YMR012W,0.55,44.13
YMR013C,0.42,37.48
YMR014W,0.47,49.03
YMR015C,0.66,31.76
YMR016C,0.45,56.32
YMR017W,0.46,50.79
YMR018W,0.4,38.97
YMR019W,0.44,51.37
YMR020W,0.48,38.25
YMR021C,0.45,55.22
YMR022W,0.44,75.0
YMR023C,0.44,45.7
YMR024W,0.45,47.41
YMR025W,0.43,29.83
YMR026C,0.4,44.77
YMR027W,0.53,29.88
YMR028W,0.45,36.35
YMR029C,0.46,42.03
YMR030W,0.45,48.06
YMR031C,0.51,40.69
YMR031W-A,0.48,84.49
YMR032W,0.46,56.32
YMR033W,0.48,38.7
YMR034C,0.45,24.38
YMR035W,0.39,35.95
YMR036C,0.39,66.65
YMR037C,0.45,57.76
YMR038C,0.54,42.86
YMR039C,0.54,66.36
YMR040W,0.44,57.6
YMR041C,0.48,35.42
YMR042W,0.45,64.14
YMR043W,0.47,83.83
YMR044W,0.43,53.92
YMR045C,0.46,47.96
YMR046C,0.48,55.99
YMR047C,0.46,35.71
YMR048W,0.43,42.92
YMR049C,0.54,50.52
YMR050C,0.46,47.34
YMR051C,0.46,51.18
YMR052C-A,0.41,32.48
YMR052W,0.38,50.56
YMR053C,0.43,35.15
YMR054W,0.5,37.72
YMR055C,0.41,40.4
YMR056C,0.51,18.42
YMR057C,0.32,77.48
YMR058W,0.58,26.04
YMR059W,0.37,49.86
YMR060C,0.4,43.82
YMR061W,0.46,45.85
YMR062C,0.52,25.99
YMR063W,0.44,45.88
YMR064W,0.41,44.43
YMR065W,0.4,35.9
YMR066W,0.41,48.64
YMR067C,0.46,40.15
YMR068W,0.39,46.68
YMR069W,0.43,43.06
YMR070W,0.45,54.07
YMR071C,0.44,28.93
YMR072W,0.6,42.94
YMR073C,0.44,36.48
YMR074C,0.59,28.1
YMR075C-A,0.43,34.82
YMR075W,0.46,46.63
YMR076C,0.47,36.91
YMR077C,0.39,53.08
YMR078C,0.44,41.76
YMR079W,0.62,44.91
YMR080C,0.54,34.65
YMR081C,0.47,57.96
YMR082C,0.46,47.94
YMR083W,0.64,26.68
YMR084W,0.5,39.82
YMR085W,0.49,37.45
YMR086C-A,0.34,37.7
YMR086W,0.44,53.48
YMR087W,0.4,53.22
YMR088C,0.45,40.87
YMR089C,0.52,40.04
YMR090W,0.55,28.0
YMR091C,0.43,52.81
YMR092C,0.53,37.44
YMR093W,0.48,42.07
YMR094W,0.42,45.44
YMR095C,0.47,38.89
YMR096W,0.57,35.58
YMR097C,0.41,26.12
YMR098C,0.46,47.79
YMR099C,0.62,30.46
YMR100W,0.42,38.8
YMR101C,0.4,48.36
YMR102C,0.43,39.98
YMR103C,0.38,49.94
YMR104C,0.44,40.71
YMR105C,0.66,27.27
YMR106C,0.44,41.2
YMR107W,0.46,58.92
YMR108W,0.63,38.54
YMR109W,0.52,43.35
YMR110C,0.48,38.81
YMR111C,0.44,38.77
YMR112C,0.42,43.33
YMR113W,0.45,33.26
YMR114C,0.45,41.45
YMR115W,0.43,46.99
YMR116C,0.92,25.15
YMR117C,0.46,46.68
YMR118C,0.43,33.85
YMR119W,0.44,43.49
YMR119W-A,0.39,21.72
YMR120C,0.67,40.95
YMR121C,0.78,43.63
YMR122C,0.42,40.71
YMR123W,0.5,54.1
YMR124W,0.46,59.34
YMR125W,0.5,37.48
YMR126C,0.43,40.88
YMR127C,0.39,35.28
YMR128W,0.49,45.42
YMR129W,0.47,36.01
YMR130W,0.43,27.33
YMR131C,0.53,52.72
YMR132C,0.44,47.61
YMR133W,0.47,44.4
YMR134W,0.41,32.6
YMR135C,0.41,37.49
YMR135W-A,0.43,52.05
YMR136W,0.5,58.37
YMR137C,0.42,39.38
YMR138W,0.41,37.47
YMR139W,0.47,44.11
YMR140W,0.48,56.08
YMR141C,0.4,42.68
YMR142C,0.92,38.61
YMR143W,0.84,42.08
YMR144W,0.41,48.83
YMR145C,0.62,39.04
YMR146C,0.63,28.34
YMR147W,0.48,45.93
YMR148W,0.51,57.17
YMR149W,0.59,35.38
YMR150C,0.34,23.33
YMR151W,0.46,44.12
YMR152W,0.55,33.34
YMR153C-A,0.49,38.81
YMR153W,0.41,47.84
YMR154C,0.41,46.6
YMR155W,0.37,35.3
YMR156C,0.47,39.71
YMR157C,0.49,36.99
YMR158W,0.47,38.33
YMR158W-B,0.51,51.29
YMR159C,0.42,48.68
YMR160W,0.41,44.08
YMR161W,0.47,51.23
YMR162C,0.44,42.06
YMR163C,0.41,41.16
YMR164C,0.45,62.25
YMR165C,0.42,43.76
YMR166C,0.43,44.28
YMR167W,0.44,38.12
YMR168C,0.43,40.35
YMR169C,0.52,30.53
YMR170C,0.5,35.03
YMR171C,0.42,42.51
YMR172C-A,0.51,50.26
YMR172W,0.42,48.18
YMR173W,0.63,35.94
YMR173W-A,0.44,51.77
YMR174C,0.47,49.29
YMR175W,0.58,44.84
YMR176W,0.42,37.53
YMR177W,0.48,29.51
YMR178W,0.44,30.04
YMR179W,0.42,54.23
YMR180C,0.47,46.55
YMR181C,0.57,70.02
YMR182C,0.5,76.38
YMR183C,0.62,42.81
YMR184W,0.48,43.83
YMR185W,0.46,48.69
YMR186W,0.81,42.51
YMR187C,0.41,50.61
YMR188C,0.45,44.66
YMR189W,0.53,44.26
YMR190C,0.45,45.76
YMR191W,0.44,34.98
YMR192W,0.43,50.46
YMR193C-A,0.47,59.3
YMR193W,0.49,44.51
YMR194W,0.89,45.64
YMR195W,0.47,40.72
YMR196W,0.51,41.51
YMR197C,0.41,45.74
YMR198W,0.45,46.32
YMR199W,0.5,43.35
YMR200W,0.51,39.94
YMR201C,0.46,51.41
YMR202W,0.69,30.33
YMR203W,0.62,34.77
YMR204C,0.37,53.31
YMR205C,0.8,32.58
YMR206W,0.45,71.41
YMR207C,0.44,43.26
YMR208W,0.52,31.51
YMR209C,0.41,29.28
YMR210W,0.44,37.7
YMR211W,0.45,43.19
YMR212C,0.46,34.49
YMR213W,0.45,50.7
YMR214W,0.52,36.21
YMR215W,0.55,36.57
YMR216C,0.48,46.56
YMR217W,0.76,27.66
YMR218C,0.44,37.76
YMR219W,0.45,57.61
YMR220W,0.44,36.1
YMR221C,0.5,39.28
YMR222C,0.43,39.95
YMR223W,0.48,42.23
YMR224C,0.44,33.43
YMR225C,0.47,24.29
YMR226C,0.59,25.44
YMR227C,0.45,54.97
YMR228W,0.42,40.77
YMR229C,0.56,39.54
YMR230W,0.91,58.98
YMR231W,0.44,37.55
YMR232W,0.41,44.47
YMR233W,0.47,58.58
YMR234W,0.44,39.25
YMR235C,0.55,35.36
YMR236W,0.43,28.89
YMR237W,0.5,44.89
YMR238W,0.48,25.92
YMR239C,0.42,36.96
YMR240C,0.43,45.49
YMR241W,0.69,30.38
YMR242C,0.9,51.12
YMR243C,0.56,45.17
YMR244C-A,0.49,47.34
YMR244W,0.54,37.24
YMR245W,0.45,51.3
YMR246W,0.61,30.73
YMR247C,0.44,37.04
YMR250W,0.51,38.22
YMR251W,0.45,29.65
YMR251W-A,0.74,16.62
YMR252C,0.45,38.4
YMR253C,0.48,34.55
YMR254C,0.31,48.64
YMR255W,0.45,76.41
YMR256C,0.56,48.97
YMR257C,0.42,37.61
YMR258C,0.44,41.92
YMR259C,0.45,40.58
YMR260C,0.66,40.79
YMR261C,0.54,45.4
YMR262W,0.42,39.05
YMR263W,0.44,35.94
YMR264W,0.45,40.05
YMR265C,0.43,48.64
YMR266W,0.54,34.23
YMR267W,0.44,33.12
YMR268C,0.43,42.94
YMR269W,0.39,46.4
YMR270C,0.43,38.25
YMR271C,0.5,32.89
YMR272C,0.59,41.23
YMR273C,0.47,65.7
YMR274C,0.38,37.93
YMR275C,0.46,45.63
YMR276W,0.55,46.97
YMR277W,0.48,42.57
YMR278W,0.47,34.07
YMR279C,0.47,30.02
YMR280C,0.43,38.06
YMR281W,0.49,43.53
YMR282C,0.41,42.35
YMR283C,0.43,40.64
YMR284W,0.41,41.56
YMR285C,0.45,41.32
YMR286W,0.43,28.88
YMR287C,0.41,39.76
YMR288W,0.45,38.97
YMR289W,0.44,32.17
YMR290C,0.56,37.28
YMR290W-A,0.4,28.19
YMR291W,0.53,32.86
YMR292W,0.45,41.42
YMR293C,0.4,41.45
YMR294W,0.47,53.99
YMR294W-A,0.48,47.35
YMR295C,0.62,42.58
YMR296C,0.57,52.01
YMR297W,0.64,39.28
YMR298W,0.57,40.43
YMR299C,0.4,49.84
YMR300C,0.59,28.71
YMR301C,0.46,28.61
YMR302C,0.5,41.29
YMR303C,0.82,20.74
YMR304C-A,0.33,25.28
YMR304W,0.47,39.57
YMR305C,0.61,33.25
YMR306C-A,0.28,35.73
YMR306W,0.44,35.2
YMR307W,0.69,25.34
YMR308C,0.52,45.16
YMR309C,0.62,51.69
YMR310C,0.45,29.47
YMR311C,0.44,54.44
YMR312W,0.5,45.06
YMR313C,0.43,47.98
YMR314W,0.51,26.2
YMR315W,0.59,21.97
YMR316C-A,0.4,35.13
YMR316C-B,0.34,37.64
YMR316W,0.41,52.36
YMR317W,0.47,60.46
YMR318C,0.63,33.61
YMR319C,0.56,35.18
YMR320W,0.42,65.4
YMR321C,0.55,31.14
YMR322C,0.51,33.31
YMR323W,0.55,34.57
YMR324C,0.47,48.96
YMR325W,0.88,25.04
YMR326C,0.44,49.74
YNL001W,0.43,32.58
YNL002C,0.6,49.92
YNL003C,0.47,27.85
YNL004W,0.48,48.74
YNL005C,0.46,50.23
YNL006W,0.45,34.65
YNL007C,0.49,47.01
YNL008C,0.41,48.69
YNL009W,0.42,19.48
YNL010W,0.63,33.0
YNL011C,0.44,39.37
YNL012W,0.41,40.65
YNL013C,0.46,25.54
YNL014W,0.51,33.8
YNL015W,0.69,13.86
YNL016W,0.65,62.96
YNL017C,0.47,39.2
YNL018C,0.5,68.53
YNL019C,0.45,31.65
YNL020C,0.44,39.71
YNL021W,0.47,41.6
YNL022C,0.45,40.83
YNL023C,0.44,50.82
YNL024C,0.47,26.1
YNL025C,0.46,57.68
YNL026W,0.41,35.91
YNL027W,0.44,49.27
YNL028W,0.52,49.87
YNL029C,0.42,43.75
YNL030W,0.86,50.02
YNL031C,0.82,46.21
YNL032W,0.42,43.96
YNL033W,0.45,31.61
YNL034W,0.48,70.58
YNL035C,0.54,34.39
YNL036W,0.59,45.01
YNL037C,0.64,29.29
YNL038W,0.42,39.51
YNL039W,0.47,44.86
YNL040W,0.52,44.17
YNL041C,0.44,42.28
YNL042W,0.45,65.42
YNL043C,0.4,45.16
YNL044W,0.62,27.21
YNL045W,0.57,41.43
YNL046W,0.4,46.94
YNL047C,0.43,49.47
YNL048W,0.44,32.16
YNL049C,0.48,50.12
YNL050C,0.45,55.32
YNL051W,0.43,38.86
YNL052W,0.54,50.06
YNL053W,0.42,46.38
YNL054W,0.42,45.98
YNL055C,0.7,33.92
YNL056W,0.4,34.98
YNL057W,0.37,24.03
YNL058C,0.5,65.53
YNL059C,0.51,48.46
YNL061W,0.6,43.92
YNL062C,0.48,40.82
YNL063W,0.43,47.28
YNL064C,0.68,34.16
YNL065W,0.51,39.39
YNL066W,0.67,27.45
YNL067W,0.91,28.12
YNL068C,0.44,48.27
YNL069C,0.9,38.9
YNL070W,0.53,56.01
YNL071W,0.65,43.05
YNL072W,0.47,44.72
YNL073W,0.45,49.33
YNL074C,0.46,69.0
YNL075W,0.49,41.76
YNL076W,0.42,57.06
YNL077W,0.47,42.99
YNL078W,0.42,57.58
YNL079C,0.71,50.59
YNL080C,0.43,46.6
YNL081C,0.46,45.2
YNL082W,0.41,40.93
YNL083W,0.44,32.36
YNL084C,0.49,57.86
YNL085W,0.53,43.02
YNL086W,0.44,40.34
YNL087W,0.48,30.37
YNL088W,0.49,39.83
YNL089C,0.44,45.51
YNL090W,0.43,32.69
YNL091W,0.44,64.11
YNL092W,0.42,38.29
YNL093W,0.45,25.9
YNL094W,0.49,52.17
YNL095C,0.47,45.38
YNL096C,0.83,59.41
YNL097C,0.49,48.7
YNL098C,0.55,39.4
YNL099C,0.51,59.71
YNL100W,0.41,48.77
YNL101W,0.43,38.58
YNL102W,0.47,45.35
YNL103W,0.43,41.59
YNL104C,0.67,38.15
YNL105W,0.45,38.02
YNL106C,0.45,44.39
YNL107W,0.43,49.44
YNL108C,0.48,36.84
YNL109W,0.42,35.14
YNL110C,0.49,46.58
YNL111C,0.65,26.65
YNL112W,0.74,36.03
YNL113W,0.56,51.99
YNL114C,0.54,39.4
YNL115C,0.47,37.41
YNL116W,0.47,46.37
YNL117W,0.59,34.96
YNL118C,0.43,52.31
YNL119W,0.46,39.86
YNL120C,0.39,38.16
YNL121C,0.6,41.04
YNL122C,0.39,35.35
YNL123W,0.51,34.93
YNL124W,0.5,66.04
YNL125C,0.51,31.33
YNL126W,0.41,39.78
YNL127W,0.41,48.67
YNL128W,0.43,33.42
YNL129W,0.41,25.22
YNL130C,0.5,42.45
YNL131W,0.59,41.3
YNL132W,0.57,43.03
YNL133C,0.4,22.79
YNL134C,0.6,25.58
YNL135C,0.8,29.58
YNL136W,0.43,60.12
YNL137C,0.48,42.25
YNL138W,0.56,42.65
YNL139C,0.47,42.95
YNL140C,0.41,49.88
YNL141W,0.56,46.91
YNL142W,0.58,27.3
YNL143C,0.43,37.77
YNL144C,0.44,46.41
YNL145W,0.67,26.67
YNL146W,0.44,34.72
YNL147W,0.49,39.15
YNL148C,0.42,50.98
YNL149C,0.59,61.68
YNL150W,0.43,42.57
YNL151C,0.4,38.75
YNL152W,0.43,51.17
YNL153C,0.51,47.46
YNL154C,0.5,45.93
YNL155W,0.47,34.9
YNL156C,0.48,49.94
YNL157W,0.43,48.96
YNL158W,0.47,35.46
YNL159C,0.39,59.51
YNL160W,0.78,34.5
YNL161W,0.48,66.2
YNL162W,0.92,35.92
YNL163C,0.48,48.79
YNL164C,0.44,59.88
YNL165W,0.4,57.0
YNL166C,0.44,48.05
YNL167C,0.41,54.68
YNL168C,0.54,37.34
YNL169C,0.47,38.27
YNL170W,0.35,45.06
YNL171C,0.41,47.65
YNL172W,0.43,42.56
YNL173C,0.47,46.86
YNL174W,0.46,53.7
YNL175C,0.55,46.5
YNL176C,0.4,60.28
YNL177C,0.43,45.75
YNL178W,0.92,34.93
YNL179C,0.34,52.97
YNL180C,0.44,42.46
YNL181W,0.52,43.32
YNL182C,0.47,34.13
YNL183C,0.45,51.64
YNL184C,0.41,57.46
YNL185C,0.38,26.62
YNL186W,0.49,47.8
YNL187W,0.44,41.76
YNL188W,0.36,53.34
YNL189W,0.62,43.25
YNL190W,0.84,10.03
YNL191W,0.49,38.22
YNL192W,0.46,45.41
YNL193W,0.52,48.32
YNL194C,0.47,47.75
YNL195C,0.53,46.72
YNL196C,0.46,38.1
YNL197C,0.48,54.37
YNL198C,0.41,40.56
YNL199C,0.38,38.91
YNL200C,0.49,35.71
YNL201C,0.45,44.57
YNL202W,0.48,17.72
YNL203C,0.44,48.11
YNL204C,0.47,45.91
YNL205C,0.33,56.64
YNL206C,0.47,46.68
YNL207W,0.51,38.85
YNL208W,0.63,38.56
YNL209W,0.91,35.98
YNL210W,0.46,45.57
YNL211C,0.44,57.14
YNL212W,0.47,40.3
YNL213C,0.46,52.92
YNL214W,0.45,54.4
YNL215W,0.46,74.17
YNL216W,0.46,36.45
YNL217W,0.46,33.28
YNL218W,0.46,51.74
YNL219C,0.48,38.89
YNL220W,0.65,29.76
YNL221C,0.45,42.69
YNL222W,0.43,44.44
YNL223W,0.4,39.53
YNL224C,0.47,52.6
YNL225C,0.44,51.11
YNL226W,0.33,44.71
YNL227C,0.44,48.66
YNL228W,0.48,60.83
YNL229C,0.44,38.55
YNL230C,0.47,50.42
YNL231C,0.51,39.84
YNL232W,0.45,45.36
YNL233W,0.45,54.7
YNL234W,0.43,39.79
YNL235C,0.36,39.47
YNL236W,0.43,45.94
YNL237W,0.46,36.43
YNL238W,0.47,37.91
YNL239W,0.62,31.29
YNL240C,0.45,41.98
YNL241C,0.57,33.44
YNL242W,0.41,43.93
YNL243W,0.51,45.59
YNL244C,0.6,50.56
YNL245C,0.44,41.0
YNL246W,0.48,47.12
YNL247W,0.58,37.35
YNL248C,0.58,40.03
YNL249C,0.45,41.83
YNL250W,0.48,43.11
YNL251C,0.51,53.58
YNL252C,0.41,31.59
YNL253W,0.44,35.59
YNL254C,0.42,54.49
YNL255C,0.74,56.27
YNL256W,0.48,41.42
YNL257C,0.43,41.71
YNL258C,0.43,37.07
YNL259C,0.49,27.74
YNL260C,0.42,40.13
YNL261W,0.49,43.21
YNL262W,0.47,38.94
YNL263C,0.51,38.07
YNL264C,0.52,39.24
YNL265C,0.46,58.24
YNL266W,0.41,36.57
YNL267W,0.46,40.48
YNL268W,0.61,34.1
YNL269W,0.38,49.84
YNL270C,0.48,37.27
YNL271C,0.46,46.65
YNL272C,0.46,55.87
YNL273W,0.46,42.77
YNL274C,0.55,44.57
YNL275W,0.4,30.23
YNL276C,0.43,53.14
YNL277W,0.52,38.63
YNL278W,0.48,54.29
YNL279W,0.45,34.78
YNL280C,0.51,31.71
YNL281W,0.49,25.84
YNL282W,0.41,39.21
YNL283C,0.52,55.33
YNL284C,0.49,37.67
YNL285W,0.45,12.93
YNL286W,0.41,30.52
YNL287W,0.57,40.58
YNL288W,0.47,36.81
YNL289W,0.49,57.76
YNL290W,0.49,38.38
YNL291C,0.43,36.92
YNL292W,0.47,39.84
YNL293W,0.41,42.44
YNL294C,0.44,46.09
YNL295W,0.41,52.89
YNL296W,0.36,55.19
YNL297C,0.44,44.62
YNL298W,0.45,52.64
YNL299W,0.45,49.7
YNL300W,0.7,13.0
YNL301C,0.88,39.93
YNL302C,0.91,51.17
YNL303W,0.37,42.53
YNL304W,0.44,44.5
YNL305C,0.47,49.99
YNL306W,0.45,38.23
YNL307C,0.48,41.57
YNL308C,0.52,55.78
YNL309W,0.42,55.75
YNL310C,0.49,31.38
YNL311C,0.45,47.97
YNL312W,0.54,45.94
YNL313C,0.49,42.95
YNL314W,0.41,52.29
YNL315C,0.47,49.28
YNL316C,0.48,44.67
YNL317W,0.43,41.78
YNL318C,0.42,34.47
YNL319W,0.46,31.29
YNL320W,0.46,37.45
YNL321W,0.52,46.09
YNL322C,0.55,25.64
YNL323W,0.46,29.21
YNL324W,0.45,39.0
YNL325C,0.46,36.68
YNL326C,0.41,39.59
YNL327W,0.52,35.96
YNL328C,0.48,35.1
YNL329C,0.42,46.34
YNL330C,0.45,27.56
