ORF,gravy score,aliphatic index
YLR055C,-0.73,72.18
YLR056W,-0.05,86.22
YLR057W,-0.41,83.26
YLR058C,-0.34,79.85
YLR059C,-0.44,79.29
YLR060W,-0.33,84.77
YLR061W,-0.58,66.9
YLR062C,0.22,100.93
YLR063W,-0.29,84.48
YLR064W,0.43,99.8
YLR065C,-0.14,88.84
YLR066W,-0.27,77.19
YLR067C,-0.26,87.96
YLR068W,-1.65,53.84
YLR069C,-0.3,79.0
YLR070C,0.0,92.66
YLR071C,-0.25,95.23
YLR072W,-0.43,71.16
YLR073C,-0.43,81.72
YLR074C,-0.69,72.47
YLR075W,-0.61,69.53
YLR076C,-0.17,89.95
YLR077W,-0.58,72.74
YLR078C,-0.52,81.65
YLR079W,-1.05,58.01
YLR080W,-0.41,83.12
YLR081W,0.28,87.66
YLR082C,-0.73,75.96
YLR083C,0.24,92.26
YLR084C,-0.17,86.82
YLR085C,-0.35,74.43
YLR086W,-0.74,80.94
YLR087C,-0.26,84.57
YLR088W,0.26,100.75
YLR089C,-0.35,82.34
YLR090W,-0.65,67.38
YLR091W,-0.36,83.57
YLR092W,-0.06,87.44
YLR093C,-0.21,85.86
YLR094C,-0.64,73.43
YLR095C,-0.72,72.87
YLR096W,-0.61,76.01
YLR097C,-0.52,71.97
YLR098C,-0.35,83.05
YLR099C,-0.4,74.09
YLR100W,-0.12,92.36
YLR101C,0.36,104.46
YLR102C,-0.87,67.9
YLR103C,-0.44,91.53
YLR104W,-0.56,54.23
YLR105C,-0.57,76.94
YLR106C,-0.39,87.92
YLR107W,-0.36,87.09
YLR108C,-0.29,85.94
YLR109W,-0.05,79.92
YLR110C,0.44,87.2
YLR111W,0.01,69.32
YLR112W,0.39,89.4
YLR113W,-0.24,81.83
YLR114C,-0.85,68.26
YLR115W,-0.36,91.5
YLR116W,-0.83,62.71
YLR117C,-0.6,79.21
YLR118C,-0.05,87.05
YLR119W,-0.88,80.88
YLR120C,-0.03,84.94
YLR121C,-0.15,79.88
YLR122C,0.18,77.3
YLR123C,0.01,94.67
YLR124W,-0.14,75.6
YLR125W,-0.89,64.06
YLR126C,-0.46,76.58
YLR127C,-0.33,90.54
YLR128W,-0.53,75.17
YLR129W,-0.31,87.63
YLR130C,0.22,94.16
YLR131C,-0.91,68.89
YLR132C,-0.47,79.2
YLR133W,-0.52,80.43
YLR134W,-0.06,91.99
YLR135W,-0.77,71.05
YLR136C,-0.89,57.0
YLR137W,-0.19,97.04
YLR138W,-0.32,83.53
YLR139C,-0.42,86.37
YLR140W,-0.45,62.98
YLR141W,-0.71,68.75
YLR142W,-0.19,97.57
YLR143W,-0.35,86.48
YLR144C,-0.38,71.89
YLR145W,-0.43,92.0
YLR146C,-0.22,83.01
YLR147C,-0.27,89.09
YLR148W,-0.25,99.48
YLR149C,-0.69,62.12
YLR150W,-1.27,47.91
YLR151C,-0.39,81.45
YLR152C,0.24,95.87
YLR153C,-0.26,81.33
YLR154C,-0.67,63.89
YLR155C,-0.02,89.96
YLR156W,-0.39,62.37
YLR157C,-0.02,89.96
YLR158C,-0.02,89.96
YLR159W,-0.39,62.37
YLR160C,-0.02,89.96
YLR161W,-0.39,62.37
YLR162W,-0.31,76.77
YLR163C,-0.33,86.51
YLR164W,0.16,96.99
YLR165C,-0.57,79.53
YLR166C,-0.24,98.92
YLR167W,-0.67,78.83
YLR168C,-0.5,73.73
YLR169W,0.11,65.75
YLR170C,-0.08,93.45
YLR171W,0.63,109.06
YLR172C,-0.28,87.75
YLR173W,-0.2,96.87
YLR174W,-0.31,82.52
YLR175W,-0.74,75.93
YLR176C,-0.41,80.12
YLR177W,-0.55,77.65
YLR178C,-0.56,56.29
YLR179C,-0.32,75.19
YLR180W,-0.27,82.23
YLR181C,-0.61,81.81
YLR182W,-0.74,80.89
YLR183C,-0.76,64.44
YLR184W,-0.51,76.6
YLR185W,-1.15,19.8
YLR186W,-0.18,96.9
YLR187W,-0.72,61.68
YLR188W,0.01,99.14
YLR189C,-0.47,75.19
YLR190W,-0.81,70.73
YLR191W,-0.53,62.91
YLR192C,-0.92,63.27
YLR193C,-0.48,64.93
YLR194C,-0.24,62.34
YLR195C,-0.47,77.49
YLR196W,-0.59,71.42
YLR197W,-0.64,80.75
YLR198C,0.67,94.88
YLR199C,-0.1,86.88
YLR200W,-0.9,78.83
YLR201C,-0.34,78.44
YLR202C,0.43,94.53
YLR203C,-0.53,63.5
YLR204W,-0.74,55.4
YLR205C,-0.13,90.87
YLR206W,-1.37,48.09
YLR207W,-0.45,73.83
YLR208W,-0.34,81.89
YLR209C,-0.09,90.72
YLR210W,-0.5,81.22
YLR211C,-0.81,85.52
YLR212C,-0.34,76.38
YLR213C,-0.44,68.12
YLR214W,0.05,85.31
YLR215C,-0.53,80.04
YLR216C,-0.56,73.25
YLR217W,0.14,89.18
YLR218C,-1.0,48.15
YLR219W,-1.03,47.2
YLR220W,0.08,99.87
YLR221C,-0.91,75.14
YLR222C,-0.19,96.6
YLR223C,-1.26,56.71
YLR224W,-0.3,86.83
YLR225C,-0.42,74.39
YLR226W,-0.4,76.85
YLR227C,-0.22,88.7
YLR228C,-0.47,77.86
YLR229C,-0.03,91.28
YLR230W,-0.42,80.34
YLR231C,-0.22,84.01
YLR232W,0.09,82.69
YLR233C,-0.27,87.81
YLR234W,-0.48,71.7
YLR235C,0.52,131.8
YLR236C,-0.02,66.52
YLR237W,0.22,78.84
YLR238W,-0.68,77.04
YLR239C,-0.35,81.45
YLR240W,-0.3,95.01
YLR241W,0.09,98.07
YLR242C,0.33,112.03
YLR243W,-0.04,98.98
YLR244C,-0.58,65.48
YLR245C,0.1,77.91
YLR246W,0.02,89.36
YLR247C,-0.49,86.84
YLR248W,-0.58,74.9
YLR249W,-0.28,86.0
YLR250W,-0.72,74.58
YLR251W,0.03,88.5
YLR252W,-0.21,81.72
YLR253W,-0.28,82.46
YLR254C,-0.75,89.18
YLR255C,-0.64,62.29
YLR256W,-0.52,71.03
YLR257W,-1.16,59.19
YLR258W,-0.34,80.61
YLR259C,-0.12,95.86
YLR260W,-0.6,73.17
YLR261C,-0.51,83.09
YLR262C,-0.55,75.56
YLR263W,-0.75,76.16
YLR264W,-0.4,92.32
YLR265C,-0.44,86.28
YLR266C,-0.14,92.39
YLR267W,-0.16,89.03
YLR268W,-0.31,78.21
YLR269C,0.06,100.77
YLR270W,-0.42,88.41
YLR271W,-1.1,56.33
YLR272C,-0.18,98.52
YLR273C,-0.67,63.75
YLR274W,-0.31,90.96
YLR275W,-0.34,93.23
YLR276C,-0.51,89.07
YLR277C,-0.24,88.57
YLR278C,-0.7,67.02
YLR279W,-0.01,71.06
YLR280C,-0.93,55.07
YLR281C,-1.17,54.89
YLR282C,-0.1,84.94
YLR283W,-0.54,95.82
YLR284C,-0.22,84.23
YLR285W,-0.35,88.44
YLR286C,-0.1,71.61
YLR287C,-0.49,83.94
YLR287C-A,-0.98,56.93
YLR288C,-0.42,82.35
YLR289W,-0.32,90.8
YLR290C,-0.44,81.69
YLR291C,-0.21,88.15
YLR292C,-0.1,103.73
YLR293C,-0.36,75.54
YLR294C,-0.22,79.95
YLR295C,-0.69,82.39
YLR296W,-0.14,75.51
YLR297W,0.13,115.51
YLR298C,-1.13,57.87
YLR299W,-0.19,86.92
YLR300W,-0.45,73.44
YLR301W,-0.44,75.09
YLR302C,-0.19,82.64
YLR303W,-0.25,78.7
YLR304C,-0.38,79.48
YLR305C,-0.07,93.51
YLR306W,-0.39,96.7
YLR307W,-0.25,82.25
YLR308W,-0.36,81.48
YLR309C,-1.1,79.07
YLR310C,-0.53,75.35
YLR311C,0.56,110.97
YLR312C,-0.79,63.87
YLR312W-A,-0.26,89.67
YLR313C,-0.41,89.16
YLR314C,-0.88,73.41
YLR315W,-0.34,104.43
YLR316C,-0.51,81.47
YLR317W,-0.41,51.27
YLR318W,-0.13,94.32
YLR319C,-0.7,75.15
YLR320W,-0.35,86.01
YLR321C,-0.68,77.51
YLR322W,1.19,136.5
YLR323C,-1.06,53.34
YLR324W,-0.4,83.12
YLR325C,-0.47,90.97
YLR326W,-0.59,71.37
YLR327C,-1.37,40.89
YLR328W,-0.56,79.9
YLR329W,-0.04,92.75
YLR330W,-0.85,67.42
YLR331C,-0.74,86.62
YLR332W,-0.21,71.71
YLR333C,-0.54,85.6
YLR334C,0.96,145.43
YLR335W,-0.9,46.1
YLR336C,-0.68,78.23
YLR337C,-0.49,65.74
YLR338W,0.45,102.04
YLR339C,0.37,108.21
YLR340W,0.02,92.05
YLR341W,-0.39,82.94
YLR342W,-0.11,81.02
YLR343W,-0.32,73.51
YLR344W,-0.56,91.12
YLR345W,-0.34,87.46
YLR346C,-0.55,75.98
YLR347C,-0.02,93.45
YLR348C,-0.01,82.71
YLR349W,0.11,80.07
YLR350W,-0.06,91.86
YLR351C,-0.26,81.43
YLR352W,-0.47,82.81
YLR353W,-0.66,68.97
YLR354C,-0.25,86.91
YLR355C,-0.45,72.55
YLR356W,0.36,100.99
YLR357W,-0.82,68.29
YLR358C,0.2,95.66
YLR359W,-0.19,89.24
YLR360W,-0.25,98.74
YLR361C,-0.36,80.01
YLR362W,-0.44,86.86
YLR363C,-0.41,76.82
YLR364W,-0.26,76.94
YLR365W,-0.12,98.68
YLR366W,-0.61,59.88
YLR367W,-0.18,94.85
YLR368W,-0.39,84.88
YLR369W,-0.31,94.9
YLR370C,-0.23,77.47
YLR371W,-0.56,72.76
YLR372W,0.44,103.54
YLR373C,-0.26,92.23
YLR374C,0.06,84.09
YLR375W,-0.75,56.16
YLR376C,-0.14,100.94
YLR377C,-0.1,88.87
YLR378C,0.44,112.87
YLR379W,-0.14,81.51
YLR380W,-0.57,78.97
YLR381W,-0.02,99.22
YLR382C,-0.37,77.34
YLR383W,-0.75,78.34
YLR384C,-0.32,85.61
YLR385C,-0.19,106.9
YLR386W,-0.16,101.06
YLR387C,-0.85,64.64
YLR388W,-0.85,43.83
YLR389C,-0.39,83.89
YLR390W,-0.49,76.48
YLR392C,-0.51,74.31
YLR393W,-0.43,68.43
YLR394W,-0.61,79.39
YLR395C,0.07,68.66
YLR396C,-0.3,95.28
YLR397C,-0.17,90.89
YLR398C,-0.4,84.18
YLR399C,-0.94,64.5
YLR400W,0.08,80.33
YLR401C,-0.72,65.99
YLR402W,0.83,128.78
YLR403W,-0.88,56.97
YLR404W,0.09,108.92
YLR405W,-0.19,87.69
YLR406C,-0.52,85.29
YLR407W,-0.82,62.54
YLR408C,-0.56,87.17
YLR409C,-0.3,81.81
YLR410W,-0.58,76.43
YLR411W,0.06,85.58
YLR412W,-0.51,80.79
YLR413W,0.33,103.87
YLR414C,0.58,111.06
YLR415C,0.24,95.54
YLR416C,-0.35,59.93
YLR417W,-0.4,86.61
YLR418C,-0.57,78.74
YLR419W,-0.45,87.26
YLR420W,-0.16,85.63
YLR421C,-0.63,70.33
YLR422W,-0.23,85.34
YLR423C,-0.56,91.83
YLR424W,-0.49,83.58
YLR425W,-0.39,78.7
YLR426W,0.22,109.11
YLR427W,-0.74,70.74
YLR428C,0.13,81.81
YLR429W,-0.73,68.28
YLR430W,-0.44,80.73
YLR431C,-0.66,89.48
YLR432W,-0.14,85.98
YLR433C,-0.42,77.33
YLR434C,-0.18,78.11
YLR435W,-0.7,73.53
YLR436C,-0.35,82.43
YLR437C,-0.89,60.12
YLR438W,0.01,94.97
YLR439W,-0.62,77.88
YLR440C,-0.27,92.65
YLR441C,-0.49,82.93
YLR442C,-0.51,84.37
YLR443W,-0.11,83.91
YLR444C,0.79,122.06
YLR445W,-1.03,64.9
YLR446W,0.1,98.68
YLR447C,-0.31,82.5
YLR448W,-0.48,85.22
YLR449W,-1.05,62.06
YLR450W,0.13,100.55
YLR451W,-0.43,76.85
YLR452C,-0.4,78.17
YLR453C,-0.28,86.83
YLR454W,-0.33,85.96
YLR455W,-0.94,70.02
YLR456W,-0.21,87.85
YLR457C,-1.16,62.2
YLR458W,0.8,124.19
YLR459W,0.87,128.2
YLR460C,-0.07,101.92
YLR461W,0.23,89.8
YLR462W,-0.42,70.16
YLR463C,-0.04,84.77
YLR464W,-0.3,89.93
YLR465C,-0.49,71.31
YLR466W,-0.39,75.24
YLR467W,-0.37,76.24
YML001W,-0.33,77.56
YML002W,-0.27,90.06
YML003W,-0.32,86.79
YML004C,-0.66,63.92
YML005W,-0.24,93.14
YML006C,-0.88,64.15
YML007W,-1.03,54.73
YML008C,-0.55,61.42
YML009C,-0.37,87.45
YML009C-A,0.05,98.07
YML010W,-0.83,61.57
YML009W-B,0.47,125.72
YML011C,-0.03,101.1
YML012W,-0.26,94.16
YML012C-A,-0.09,65.9
YML013W,-0.39,86.23
YML014W,-0.89,63.65
YML015C,-0.87,74.12
YML016C,-0.83,59.72
YML017W,-1.19,42.51
YML018C,0.44,103.59
YML019W,0.39,98.56
YML020W,-0.63,72.98
YML021C,-0.52,68.67
YML022W,0.15,102.36
YML023C,-0.04,99.55
YML024W,-0.74,84.13
YML025C,-0.38,85.61
YML026C,-0.7,84.49
YML027W,-0.81,67.75
YML028W,-0.03,91.57
YML029W,-0.36,87.55
YML030W,-0.67,77.97
YML031W,0.01,94.54
YML032C,-0.81,60.53
YML034W,-0.81,72.96
YML035C,-0.65,74.03
YML034C-A,0.1,81.59
YML036W,-0.18,92.07
YML037C,-1.05,49.99
YML038C,0.38,108.06
YML039W,-0.65,73.18
YML040W,-0.81,55.19
YML041C,-0.72,72.45
YML042W,-0.54,70.67
YML043C,-0.76,71.32
YML045W,-0.65,73.34
YML046W,-0.35,86.72
YML047C,0.08,102.3
YML048W,-0.33,86.81
YML047W-A,0.28,88.82
YML049C,-0.21,91.58
YML050W,-0.51,77.95
YML051W,-0.1,90.52
YML052W,0.19,82.58
YML053C,-1.0,49.86
YML054C,-0.34,87.67
YML055W,-0.34,83.87
YML056C,-0.1,85.96
YML057W,-0.45,77.27
YML057C-A,0.65,106.67
YML058W,-0.79,43.77
YML059C,-0.32,81.98
YML060W,-0.32,85.49
YML061C,-0.61,77.26
YML062C,-1.05,72.07
YML063W,-0.49,83.73
YML064C,-0.18,95.14
YML065W,-0.62,77.52
YML066C,0.25,102.44
YML067C,-0.17,83.36
YML068W,-0.23,77.8
YML069W,-0.74,68.09
YML070W,-0.07,90.59
YML071C,-0.72,83.27
YML072C,-0.5,78.37
YML073C,-0.47,85.37
YML074C,-1.14,60.63
YML075C,0.11,96.74
YML076C,-0.47,78.62
YML077W,-0.33,74.62
YML078W,-0.26,70.33
YML079W,-0.32,77.63
YML080W,-0.46,76.28
YML081W,-0.38,81.68
YML082W,-0.38,80.15
YML083C,-0.31,81.55
YML084W,0.58,101.57
YML085C,-0.33,75.17
YML086C,-0.29,75.48
YML087C,-0.12,89.45
YML088W,-0.58,78.67
YML089C,-0.07,78.51
YML090W,0.48,102.07
YML091C,-0.34,88.32
YML092C,-0.19,88.27
YML093W,-1.28,56.12
YML094W,-0.63,76.03
YML095C,-0.65,74.98
YML094C-A,0.21,65.66
YML096W,-0.33,86.72
YML097C,-0.62,79.48
YML098W,-1.14,61.12
YML099C,-0.51,77.18
YML100W,-0.4,81.95
YML099W-A,0.16,99.78
YML101C,-0.35,72.64
YML101C-A,0.22,88.54
YML102W,-0.2,84.53
YML103C,0.02,109.06
YML104C,-0.32,92.4
YML105C,-0.74,67.75
YML106W,0.14,106.22
YML107C,-0.46,87.25
YML108W,-0.5,87.25
YML109W,-0.84,69.73
YML110C,-0.34,75.22
YML111W,-0.67,76.19
YML112W,-0.67,75.18
YML113W,-1.06,52.08
YML114C,-0.76,76.98
YML115C,-0.46,77.73
YML116W,0.57,104.16
YML117W,-0.61,70.73
YML116W-A,-0.32,86.55
YML118W,-0.67,73.24
YML119W,-0.76,66.47
YML120C,-0.23,89.01
YML121W,-0.23,85.81
YML122C,-0.36,62.09
YML123C,0.16,96.37
YML124C,-0.32,75.5
YML125C,-0.2,93.45
YML126C,-0.38,78.85
YML127W,-0.09,97.57
YML128C,-0.82,64.27
YML129C,-0.59,67.92
YML130C,-0.45,72.1
YML131W,-0.03,94.22
YML132W,0.04,88.95
YML133C,-0.43,73.8
YMR001C,-0.49,79.28
YMR002W,-0.74,41.89
YMR003W,-0.4,89.87
YMR004W,-0.58,80.34
YMR005W,-0.82,66.51
YMR006C,-0.21,75.9
YMR007W,-0.24,82.91
YMR008C,-0.19,77.62
YMR009W,-0.63,77.07
YMR010W,0.17,101.23
YMR011W,0.38,88.57
YMR012W,-0.48,80.92
YMR013C,0.64,127.81
YMR014W,-1.28,57.7
YMR015C,-0.06,84.42
YMR016C,-0.85,54.67
YMR017W,-1.07,66.85
YMR018W,-0.6,75.63
YMR019W,-0.51,72.79
YMR020W,-0.32,81.43
YMR021C,-0.52,64.04
YMR022W,-0.29,89.83
YMR023C,-0.15,99.87
YMR024W,-0.26,82.36
YMR025W,-0.39,99.67
YMR026C,-0.21,85.83
YMR027W,-0.39,79.48
YMR028W,-0.79,78.03
YMR029C,-0.45,97.03
YMR030W,-0.88,64.67
YMR031C,-0.89,66.58
YMR031W-A,0.08,81.75
YMR032W,-0.81,65.08
YMR033W,-0.36,89.03
YMR034C,0.42,96.87
YMR035W,-0.17,89.84
YMR036C,-0.88,57.26
YMR037C,-0.88,63.7
YMR038C,-0.35,77.96
YMR039C,-1.45,53.94
YMR040W,0.17,107.56
YMR041C,-0.28,87.29
YMR042W,-0.86,61.5
YMR043W,-1.42,48.36
YMR044W,-0.98,64.69
YMR045C,-0.63,74.2
YMR046C,-0.78,57.26
YMR047C,-0.73,49.34
YMR048W,-0.77,71.76
YMR049C,-0.75,73.97
YMR050C,-0.64,73.58
YMR051C,-0.82,55.04
YMR052C-A,0.79,110.49
YMR052W,-0.94,74.78
YMR053C,-0.58,72.75
YMR054W,-0.05,88.81
YMR055C,-0.02,97.47
YMR056C,0.01,84.58
YMR057C,-0.29,74.71
YMR058W,-0.28,76.05
YMR059W,-0.31,92.57
YMR060C,-0.36,90.56
YMR061W,-0.64,71.81
YMR062C,-0.1,89.44
YMR063W,0.62,112.02
YMR064W,-0.17,96.58
YMR065W,-0.22,89.02
YMR066W,-0.42,87.22
YMR067C,-0.52,82.13
YMR068W,-0.54,83.02
YMR069W,-0.32,74.67
YMR070W,-1.14,50.07
YMR071C,0.83,123.72
YMR072W,-0.97,67.27
YMR073C,-0.4,83.89
YMR074C,-0.82,73.19
YMR075C-A,0.41,102.58
YMR075W,-0.93,64.91
YMR076C,-0.32,94.06
YMR077C,-0.9,78.87
YMR078C,-0.51,84.86
YMR079W,-0.47,70.61
YMR080C,-0.39,82.62
YMR081C,-0.84,60.56
YMR082C,-0.46,72.13
YMR083W,-0.04,91.21
YMR084W,-0.26,88.98
YMR085W,-0.03,98.01
YMR086C-A,0.09,95.57
YMR086W,-1.22,48.97
YMR087W,-0.07,89.97
YMR088C,0.52,111.33
YMR089C,-0.57,77.87
YMR090W,-0.13,94.37
YMR091C,-0.88,67.6
YMR092C,-0.26,80.45
YMR093W,-0.43,77.55
YMR094W,-0.37,88.19
YMR095C,-0.02,89.42
YMR096W,0.03,93.47
YMR097C,-0.51,84.17
YMR098C,-0.45,88.45
YMR099C,-0.38,83.11
YMR100W,-0.64,69.93
YMR101C,-0.23,79.86
YMR102C,-0.7,64.36
YMR103C,0.13,106.64
YMR104C,-0.43,83.63
YMR105C,-0.34,76.34
YMR106C,-0.42,86.23
YMR107W,-1.17,46.4
YMR108W,-0.26,79.29
YMR109W,-0.55,73.79
YMR110C,-0.14,88.94
YMR111C,-0.94,61.76
YMR112C,-0.81,79.71
YMR113W,-0.12,98.92
YMR114C,-1.01,56.03
YMR115W,-0.54,81.92
YMR116C,-0.13,84.04
YMR117C,-0.75,95.01
YMR118C,0.0,86.48
YMR119W,-0.02,87.32
YMR119W-A,0.9,123.31
YMR120C,-0.2,88.21
YMR121C,-1.19,56.26
YMR122C,0.06,89.83
YMR123W,-0.12,93.31
YMR124W,-1.07,54.96
YMR125W,-0.28,87.77
YMR126C,-0.24,86.8
YMR127C,-0.33,81.63
YMR128W,-0.7,71.43
YMR129W,-0.32,82.74
YMR130W,-0.38,87.47
YMR131C,-0.66,75.68
YMR132C,-0.87,65.79
YMR133W,-0.69,72.66
YMR134W,-0.32,95.82
YMR135C,-0.57,78.09
YMR135W-A,-0.61,60.88
YMR136W,-0.85,65.29
YMR137C,-0.55,73.91
YMR138W,-0.19,104.29
YMR139W,-0.37,84.46
YMR140W,-0.9,61.7
YMR141C,-0.2,75.54
YMR142C,-0.72,69.35
YMR143W,-0.34,83.6
YMR144W,-0.87,74.09
YMR145C,-0.24,85.21
YMR146C,-0.4,72.39
YMR147W,-0.58,72.52
YMR148W,0.45,93.08
YMR149W,0.37,108.12
YMR150C,-0.08,83.83
YMR151W,0.58,116.21
YMR152W,-0.37,74.24
YMR153C-A,0.29,93.85
YMR153W,-0.77,65.48
YMR154C,-0.29,86.9
YMR155W,0.22,90.57
YMR156C,-0.41,74.05
YMR157C,-0.28,85.86
YMR158W,-0.22,96.26
YMR158W-B,0.86,84.24
YMR159C,-0.92,86.86
YMR160W,-0.68,77.51
YMR161W,-0.58,56.7
YMR162C,-0.37,81.08
YMR163C,-0.36,86.38
YMR164C,-1.09,47.51
YMR165C,-0.69,70.64
YMR166C,-0.34,72.76
YMR167W,-0.32,94.34
YMR168C,-0.24,86.93
YMR169C,-0.15,82.1
YMR170C,-0.12,83.34
YMR171C,-0.63,68.55
YMR172C-A,0.88,115.51
YMR172W,-0.8,69.89
YMR173W,-1.96,6.62
YMR173W-A,0.75,110.32
YMR174C,-1.55,32.98
YMR175W,-1.55,13.15
YMR176W,-0.39,81.92
YMR177W,-0.12,106.96
YMR178W,-0.33,81.45
YMR179W,-0.8,70.62
YMR180C,-0.78,61.81
YMR181C,-0.71,55.33
YMR182C,-0.76,59.09
YMR183C,-0.7,79.88
YMR184W,-0.47,74.3
YMR185W,-0.22,104.81
YMR186W,-0.56,81.57
YMR187C,0.01,91.22
YMR188C,-0.7,87.37
YMR189W,-0.2,89.61
YMR190C,-0.76,67.45
YMR191W,-0.26,76.77
YMR192W,-0.57,82.47
YMR193C-A,0.28,68.26
YMR193W,-0.73,72.96
YMR194W,-0.56,77.93
YMR195W,-0.68,53.38
YMR196W,-0.66,62.93
YMR197C,-0.47,92.65
YMR198W,-0.78,78.95
YMR199W,-0.49,75.75
YMR200W,-0.45,68.9
YMR201C,-1.11,57.63
YMR202W,0.08,86.1
YMR203W,-0.2,81.7
YMR204C,-0.76,68.37
YMR205C,-0.23,81.52
YMR206W,-0.94,52.38
YMR207C,-0.33,88.82
YMR208W,-0.03,98.72
YMR209C,-0.22,94.27
YMR210W,-0.51,73.53
YMR211W,-0.8,57.06
YMR212C,-0.39,87.03
YMR213W,-0.93,68.64
YMR214W,-0.53,69.64
YMR215W,-0.34,74.53
YMR216C,-0.72,68.68
YMR217W,-0.17,90.95
YMR218C,-0.2,92.9
YMR219W,-1.2,55.62
YMR220W,-0.39,78.0
YMR221C,0.48,111.56
YMR222C,-0.25,72.96
YMR223W,-0.31,77.03
YMR224C,-0.6,73.95
YMR225C,-0.54,73.09
YMR226C,-0.12,98.48
YMR227C,-1.11,71.29
YMR228W,-0.31,80.2
YMR229C,-0.41,89.2
YMR230W,-0.9,65.96
YMR231W,-0.21,93.38
YMR232W,-0.52,84.94
YMR233W,-0.88,83.59
YMR234W,-0.87,51.25
YMR235C,-0.28,99.6
YMR236W,-0.48,79.68
YMR237W,-0.14,96.02
YMR238W,-0.18,70.87
YMR239C,-0.73,83.32
YMR240C,-1.01,65.61
YMR241W,-0.11,81.27
YMR242C,-0.62,66.24
YMR243C,0.07,104.13
YMR244C-A,-1.25,42.92
YMR244W,-0.35,57.59
YMR245W,0.02,78.56
YMR246W,-0.15,89.76
YMR247C,-0.19,93.01
YMR250W,-0.41,78.24
YMR251W,-0.55,72.58
YMR251W-A,0.78,117.24
YMR252C,-0.6,56.62
YMR253C,0.28,108.54
YMR254C,0.9,128.07
YMR255W,-1.44,54.62
YMR256C,0.24,101.05
YMR257C,-0.34,84.37
YMR258C,-0.23,91.27
YMR259C,-0.07,98.5
YMR260C,-1.2,55.41
YMR261C,-0.36,78.4
YMR262W,-0.49,77.32
YMR263W,-1.43,43.19
YMR264W,-0.58,75.45
YMR265C,-0.51,73.96
YMR266W,0.02,90.29
YMR267W,-0.53,82.7
YMR268C,-0.48,81.0
YMR269W,-1.57,41.7
YMR270C,-0.83,80.82
YMR271C,0.07,96.85
YMR272C,-0.19,75.9
YMR273C,-1.17,57.76
YMR274C,0.45,107.76
YMR275C,-0.55,79.95
YMR276W,-0.47,58.59
YMR277W,-0.68,76.31
YMR278W,-0.36,74.8
YMR279C,0.54,101.58
YMR280C,-0.57,76.23
YMR281W,-0.1,92.41
YMR282C,-0.33,87.04
YMR283C,-0.37,88.56
YMR284W,-0.59,76.16
YMR285C,-0.74,63.15
YMR286W,-0.18,100.14
YMR287C,-0.31,89.89
YMR288W,-0.11,96.41
YMR289W,-0.3,85.13
YMR290C,-0.35,85.62
YMR290W-A,0.09,93.26
YMR291W,-0.54,68.88
YMR292W,1.19,129.08
YMR293C,-0.13,93.09
YMR294W,-0.9,85.06
YMR294W-A,-0.89,59.98
YMR295C,-0.87,46.5
YMR296C,-0.13,87.88
YMR297W,-0.28,78.12
YMR298W,-0.36,74.36
YMR299C,-0.47,84.66
YMR300C,-0.31,79.13
YMR301C,0.0,99.68
YMR302C,-0.39,85.8
YMR303C,0.0,88.68
YMR304C-A,0.53,109.81
YMR304W,-0.53,77.73
YMR305C,-0.16,72.73
YMR306C-A,0.55,114.28
YMR306W,0.02,86.82
YMR307W,-0.25,62.07
YMR308C,0.03,101.01
YMR309C,-0.52,81.76
YMR310C,-0.25,82.12
YMR311C,-1.44,50.59
YMR312W,-0.08,96.0
YMR313C,-0.11,98.06
YMR314W,-0.22,91.34
YMR315W,-0.18,88.12
YMR316C-A,0.39,94.21
YMR316C-B,1.19,165.12
YMR316W,-0.51,76.19
YMR317W,-0.19,65.58
YMR318C,-0.2,80.11
YMR319C,-0.02,89.74
YMR320W,-0.08,92.9
YMR321C,-0.24,88.19
YMR322C,-0.17,82.23
YMR323W,-0.16,89.24
YMR324C,0.68,88.65
YMR325W,0.32,97.3
YMR326C,0.41,114.14
YNL001W,-0.34,88.37
YNL002C,-0.54,91.79
YNL003C,0.04,82.44
YNL004W,-1.17,51.04
YNL005C,-0.79,74.26
YNL006W,-0.45,73.5
YNL007C,-0.67,54.07
YNL008C,-0.08,94.18
YNL009W,-0.41,81.03
YNL010W,-0.33,78.95
YNL011C,-0.17,101.17
YNL012W,-0.27,82.67
YNL013C,0.41,94.51
YNL014W,-0.28,86.17
YNL015W,-0.56,88.31
YNL016W,-0.85,54.32
YNL017C,-0.22,73.58
YNL018C,-0.67,60.72
YNL019C,0.11,92.92
YNL020C,-0.54,78.63
YNL021W,-0.34,82.74
YNL022C,-0.43,80.56
YNL023C,-0.54,58.96
YNL024C,-0.12,98.41
YNL025C,-0.14,94.21
YNL026W,-0.29,81.84
YNL027W,-1.09,58.11
YNL028W,0.19,94.7
YNL029C,-0.45,69.73
YNL030W,-0.5,85.96
YNL031C,-0.68,76.01
YNL032W,-0.61,86.87
YNL033W,0.13,92.75
YNL034W,-0.66,61.73
YNL035C,-0.47,81.49
YNL036W,-0.34,83.87
YNL037C,-0.21,90.84
YNL038W,0.06,105.86
YNL039W,-1.06,61.48
YNL040W,-0.38,88.23
YNL041C,-0.41,95.86
YNL042W,-0.85,65.36
YNL043C,-0.15,69.58
YNL044W,0.44,109.19
YNL045W,-0.37,77.48
YNL046W,-0.08,90.52
YNL047C,-0.65,75.55
YNL048W,-0.18,85.96
YNL049C,-0.27,86.58
