Absolute_Context_Score_Main_ATG,Numer_of_alt_ATG_5UTR,Numer_of_alt_ATG_ORF,Numer_of_alt_ATG_ORF_30codons,Numer_of_alt_ATG_ORF_200codons,Number_of_alt_ATG_tot,Max_ATG_Context_Score_ORF_30codons,Mean_ATG_Context_Score_ORF_30codons,Max_relative_ATG_Context_Score_ORF_30codons,Mean_relative_ATG_Context_Score_ORF_30codons
-18.6908,0,63,0,6,63,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.3353,0,40,0,2,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.587,0,38,3,7,38,-12.3602,-13.327786379938,-2.7732,-3.74077409890412
-9.4518,0,68,2,6,68,-12.1042,-13.051054105749,-2.6524,-3.24443027333118
-11.2837,0,4,2,0,4,-14.198,-14.8688052873771,-2.9143,-3.58510528737708
-13.5272,0,78,2,3,78,-14.1479,-14.2136829850721,-0.6207,-0.686473664971589
-13.3997,0,39,3,4,39,-13.0604,-13.8120951412774,0.33932,-0.412394620338836
-10.8147,1,17,0,4,18,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-6.2162,0,13,2,0,13,-13.8677,-14.5050443758387,-7.6515,-8.28883894814305
-464.5552,0,27,4,4,27,-9.8606,-11.0498727202665,454.6946,453.505327279733
NaN,NaN,8,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.1566,0,23,6,8,23,-12.463,-14.05438344095,-1.3064,-2.89778344094996
-12.3523,3,12,3,9,15,-13.3827,-14.0409884225285,-1.0304,-1.68865280416924
-8.6271,0,7,0,2,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.5216,0,39,0,0,39,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.7846,0,35,1,3,35,-19.5647,-19.5647,-9.7801,-9.7801
-14.7343,0,12,1,2,12,-16.0373,-16.0373,-1.303,-1.303
-13.2455,0,9,1,2,9,-15.4196,-15.4196,-2.1741,-2.1741
-694.8137,0,1,1,0,1,-8.0531,-8.0531,686.7606,686.7606
-10.1694,0,11,1,4,11,-15.3404,-15.3404,-5.171,-5.171
-15.4634,0,58,0,2,58,-15.1319,-15.1319,0.33151,0.33151
-703.4889,0,60,0,4,60,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,6,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,19,3,4,19,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.845,1,11,2,0,12,-15.6618,-15.9206390656772,-1.8168,-2.07563906567724
-13.5892,0,11,1,1,11,-16.6729,-16.6729,-3.0837,-3.0837
-9.7546,0,49,2,3,49,-11.319,-12.0110046061881,-1.5645,-2.25650449199018
-14.5434,0,44,2,4,44,-9.2955,-9.96621230107874,5.2479,4.57718769892126
-9.7062,0,102,1,2,102,-12.5365,-12.5365,-2.8303,-2.8303
-7.6025,0,8,2,0,8,-15.1306,-15.3746580362671,-7.5281,-7.77212185603292
-11.9108,3,19,0,3,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.1425,0,6,1,0,6,-13.7715,-13.7715,-6.629,-6.629
-13.2312,0,62,1,4,62,-15.9867,-15.9867,-2.7555,-2.7555
-10.3235,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.4459,0,23,1,3,23,-13.6501,-13.6501,-2.2042,-2.2042
-13.4301,1,50,1,4,51,-16.4323,-16.4323,-3.0022,-3.0022
-9.1749,0,23,2,5,23,-13.9077,-14.5755877648317,-4.7328,-5.40068776483172
-464.5552,0,12,2,5,12,-13.6672,-13.8156731784154,450.888,450.739526821585
-13.7844,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,12,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8692,0,8,2,0,8,-15.7858,-16.4146861925068,-2.9165,-3.54539241619266
-12.7662,0,38,2,4,38,-17.0489,-17.3585965049441,-4.2827,-4.59239650494415
-10.8944,0,33,2,4,33,-15.8897,-16.4909864757297,-4.9952,-5.5964864757297
-14.9895,0,53,2,5,53,-13.2472,-13.6376868331622,1.7424,1.35189749818547
-11.0611,0,21,2,3,21,-14.5325,-15.1165735873831,-3.4714,-4.05547358738312
-10.9639,0,14,0,4,14,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,77,1,2,77,-12.077,-12.077,452.4782,452.4782
-16.8554,4,47,3,9,51,-12.3446,-13.2882294165767,4.5108,3.56717058342327
NaN,NaN,6,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.1155,0,18,1,4,18,-11.4347,-11.4347,0.68084,0.68084
-9.9153,0,47,1,2,47,-15.1286,-15.1286,-5.2133,-5.2133
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,41,3,5,41,-14.1159,-14.9280430203117,450.4393,449.627156979688
-13.5327,0,18,2,2,18,-17.4874,-17.991956588122,-3.9547,-4.45925658812204
-15.0181,1,15,0,1,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.0963,0,17,5,0,17,-11.9011,-13.0678078762273,2.1951,1.02842744687177
-13.2803,5,15,1,4,20,-12.1067,-12.1067,1.1736,1.1736
-14.6993,0,54,1,4,54,-10.0194,-10.0194,4.6798,4.6798
-10.7755,0,13,1,0,13,-7.1374,-7.1374,3.6381,3.6381
NaN,NaN,4,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,29,1,4,29,-12.8482,-12.8482,451.707,451.707
-13.6227,0,15,2,3,15,-14.2811,-14.5917827947377,-0.65837,-0.969030546679465
-12.2617,0,6,2,0,6,-12.3108,-12.7989851985943,-0.04907,-0.537260758177731
-464.5552,0,50,1,3,50,-10.5157,-10.5157,454.0396,454.0396
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,56,2,7,56,-12.2647,-12.8088355377615,682.549,682.004864462238
-11.2309,0,86,1,4,86,-12.2057,-12.2057,-0.97475,-0.97475
NaN,NaN,7,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,38,0,2,38,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.623,0,13,1,1,13,-14.4923,-14.4923,-3.8694,-3.8694
-10.8585,1,15,0,4,16,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-7.606,0,10,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.1827,0,45,1,3,45,-16.0526,-16.0526,-3.8698,-3.8698
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.9119,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.3932,0,48,1,3,48,-15.1471,-15.1471,-3.7539,-3.7539
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.6977,0,23,1,4,23,-11.1566,-11.1566,-2.4589,-2.4589
-11.4602,0,28,0,2,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.2262,0,31,1,2,31,-16.239,-16.239,-4.0128,-4.0128
-13.0129,1,27,1,5,28,-19.4326,-19.4326,-6.4196,-6.4196
-15.0769,0,24,1,4,24,-15.5886,-15.5886,-0.51172,-0.51172
-12.8296,0,21,1,4,21,-15.298,-15.298,-2.4684,-2.4684
NaN,NaN,1,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-16.4783,1,32,1,2,33,-10.7801,-10.7801,5.6983,5.6983
-13.5122,0,37,2,6,37,-11.7917,-12.4760313930708,1.7205,1.03616860692919
-694.8137,0,45,1,2,45,-7.9839,-7.9839,686.8299,686.8299
NaN,NaN,3,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-14.1812,0,9,0,0,9,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,137,0,2,137,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.0189,1,11,2,0,12,-11.1642,-11.7754057435349,2.8547,2.24348796277003
-14.5622,0,27,1,1,27,-10.8457,-10.8457,3.7165,3.7165
-14.316,0,41,1,2,41,-13.4338,-13.4338,0.88219,0.88219
-10.1225,0,194,1,3,194,-13.6231,-13.6231,-3.5006,-3.5006
-14.753,0,21,0,4,21,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,1,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.7406,0,36,1,4,36,-15.6861,-15.6861,-3.9455,-3.9455
-8.9433,0,28,2,5,28,-14.18,-14.7210043756006,-5.2367,-5.77770437560061
NaN,NaN,7,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-11.715,0,28,2,2,28,-15.1193,-15.7885021958169,-3.4042,-4.07340219581687
-13.1546,0,18,2,4,18,-10.2501,-10.9429182173003,2.9045,2.21168178269974
-16.5132,0,19,3,7,19,-13.5234,-14.2323143132343,2.9898,2.28091695240799
-10.5214,0,42,1,5,42,-10.5834,-10.5834,-0.062004,-0.062004
-10.5525,0,17,2,2,17,-11.0348,-11.5378558829077,-0.48234,-0.985388958138691
-17.225,0,98,3,6,98,-11.3945,-12.3355475943148,5.8305,4.88946698415299
-10.5133,0,18,1,4,18,-18.1255,-18.1255,-7.6122,-7.6122
-464.5552,0,21,2,6,21,-17.4126,-18.0963636148791,447.1426,446.458836385121
-10.3594,0,15,1,3,15,-16.983,-16.983,-6.6236,-6.6236
-11.8554,0,15,3,6,15,-9.0386,-10.0980084353662,2.8168,1.75739265510287
-14.5936,0,23,2,7,23,-11.6726,-12.3310977755943,2.921,2.26250222440572
-10.0877,0,35,1,7,35,-17.1921,-17.1921,-7.1043,-7.1043
-14.0289,2,11,0,2,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.8381,0,34,1,4,34,-9.5629,-9.5629,6.2752,6.2752
-8.9441,1,15,3,5,16,-13.7761,-14.7773160411437,-4.8321,-5.83330676036879
-14.1786,0,13,0,0,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-16.3673,0,24,1,6,24,-13.5499,-13.5499,2.8174,2.8174
-8.9478,0,30,1,5,30,-16.1424,-16.1424,-7.1946,-7.1946
-13.5483,1,2,1,0,3,-15.8031,-15.8031,-2.2548,-2.2548
-19.3809,0,36,2,7,36,-12.2014,-12.8857471776614,7.1795,6.49515282233862
-10.8147,0,9,3,0,9,-14.1225,-14.7944140070984,-3.3078,-3.97971400709838
-9.127,0,21,2,4,21,-16.1874,-16.7887303496179,-7.0604,-7.66173034961788
-10.3391,0,31,2,9,31,-13.1341,-13.792754085594,-2.7951,-3.45375408559401
-13.3324,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,22,1,5,22,-12.2261,-12.2261,682.5876,682.5876
-13.2073,0,41,2,3,41,-15.546,-16.1112261611322,-2.3387,-2.90392616113221
-14.1235,0,51,0,4,51,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.74,0,11,1,3,11,-16.179,-16.179,-5.439,-5.439
-11.2057,0,38,1,1,38,-18.2107,-18.2107,-7.005,-7.005
-12.4552,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,10,4,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,28,2,5,28,-11.6453,-12.3311433340178,452.91,452.224155938294
-12.1614,0,25,2,5,25,-12.729,-12.9143287040357,-0.56761,-0.752950649717724
-694.8137,0,25,3,5,25,-9.9153,-10.5952676208956,684.8985,684.218506868652
NaN,NaN,8,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.627,0,52,2,6,52,-14.4744,-15.0695670002949,-5.8474,-6.44256700029488
-694.8137,0,37,0,6,37,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.3681,0,7,2,5,7,-14.5324,-15.1655611134991,0.83567,0.202504811071137
-694.8137,0,27,1,4,27,-11.6069,-11.8095797157282,682.9935,681.894887711332
-234.2967,0,3,2,0,3,-11.6069,-11.8042623645246,222.6899,222.492498545935
-17.6349,0,15,0,1,15,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,31,2,4,31,-8.7842,-9.47712377274855,686.0295,685.336576227251
-14.0637,1,16,1,1,17,-12.7447,-12.7447,1.3191,1.3191
-464.5552,0,30,3,3,30,-11.6556,-12.720861118118,452.8996,451.8343391282
-15.785,1,23,3,7,24,-14.0428,-14.9584523899777,1.7421,0.826459754588646
-13.6169,0,7,0,0,7,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.6959,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,5,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,6,2,0,6,-14.6924,-15.2402572969604,680.1213,679.573456226467
NaN,NaN,0,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-8.9345,0,22,3,5,22,-13.9226,-14.5398711897168,-4.9881,-5.60537118971684
-12.6602,0,17,2,6,17,-12.3642,-13.0139294511385,0.29605,-0.353677326653888
-14.2479,0,0,0,0,0,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,32,1,3,32,-16.7351,-16.7351,447.8201,447.8201
-8.0175,2,26,1,4,28,-13.5232,-14.0643031399726,-3.2489,-3.92500279289132
-10.2743,2,1,1,0,3,-13.5232,-13.5232,-3.2489,-3.2489
-464.5552,0,0,0,0,0,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,13,0,1,13,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.0548,0,45,2,3,45,-8.4161,-9.09629747001148,1.6388,0.95860124342964
-16.8709,0,32,0,3,32,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.4791,1,24,2,3,25,-11.0817,-12.5972844523275,450.9196,449.518644806861
-464.5552,0,3,3,0,3,-13.6356,-14.5257483871029,450.9196,450.029470430627
-12.6385,0,3,2,0,3,-16.6596,-17.2301007824923,-4.0211,-4.59160078249229
-11.6357,0,17,2,4,17,-13.845,-14.5291209147409,-2.2093,-2.89342091474085
-15.1291,0,61,1,7,61,-16.0249,-16.0249,-0.89579,-0.89579
-694.8137,0,52,0,2,52,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.1256,0,22,2,5,22,-11.433,-11.6862799889298,1.6926,1.43932001107019
-694.8137,0,27,1,3,27,-14.2608,-14.2608,680.5529,680.5529
NaN,NaN,2,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-12.4975,0,22,0,0,22,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.0124,0,113,0,2,113,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-10.0504,0,7,1,0,7,-16.5889,-16.5889,-6.5386,-6.5386
-13.3629,0,27,3,4,27,-13.2441,-14.2050320322113,0.11881,-0.842123318433064
-13.9401,0,56,1,4,56,-9.5921,-9.5921,4.348,4.348
-464.5552,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.0773,0,25,2,2,25,-12.4033,-13.0831480541932,-3.326,-4.00584937523637
-12.289,2,27,1,2,29,-13.1682,-13.1682,-0.87921,-0.87921
-13.2725,0,44,2,4,44,-15.0478,-15.3668916079147,-1.7753,-2.09436040070927
-15.4443,1,12,3,0,13,-11.2088,-12.0930101614092,4.2355,3.35128983859083
-12.8964,0,71,0,5,71,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,6,3,0,6,-10.8527,-11.8830831314131,453.7025,452.672117027737
-15.4055,0,33,2,3,33,-11.6996,-12.1722110524079,3.7059,3.23326915725184
-9.2301,0,18,1,6,18,-12.1567,-12.1567,-2.9265,-2.9265
-16.8888,0,1,1,0,1,-15.3282,-15.3282,1.5606,1.5606
-11.8446,3,29,1,3,32,-12.2951,-12.2951,-0.45054,-0.45054
-694.8137,0,29,2,5,29,-14.8424,-15.52941354963,679.9714,679.284385838915
NaN,NaN,3,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,50,1,5,50,-13.2051,-13.2051,681.6086,681.6086
NaN,NaN,10,6,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.1367,0,22,1,2,22,-15.7947,-15.7947,-0.65808,-0.65808
-14.2508,0,24,0,3,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.0377,1,73,3,5,74,-8.8738,-9.97208643718763,3.1639,2.06561359539384
-9.9298,0,5,1,0,5,-15.7163,-15.7163,-5.7865,-5.7865
-16.2901,0,4,2,0,4,-14.1129,-14.5208775118109,2.1771,1.76912248818908
-13.0014,0,11,0,4,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,3,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,22,0,3,22,-19.2269,-19.2269,-4.1374,-4.1374
-15.0895,0,3,1,0,3,-19.2269,-19.2269,-4.1374,-4.1374
-12.7411,0,25,0,2,25,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.018,0,73,1,4,73,-13.4184,-13.4184,0.5996,0.5996
-12.5897,0,37,4,7,37,-11.1708,-12.4118829706115,1.4189,0.177826254954997
-16.51,0,60,1,3,60,-11.3363,-11.3363,5.1737,5.1737
-17.3223,0,51,0,4,51,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.456,1,34,1,7,35,-16.1133,-16.1133,-1.6573,-1.6573
-464.5552,0,23,0,4,23,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.2997,0,20,1,3,20,-12.463,-12.463,-2.1633,-2.1633
-10.8842,1,19,2,4,20,-13.0491,-13.6899932788912,-2.1649,-2.8057932788912
-234.2967,0,32,1,2,32,-13.891,-13.891,220.4057,220.4057
-9.1706,0,12,2,0,12,-13.9612,-14.5881284593887,-4.7905,-5.41743486647533
-694.8137,0,82,3,5,82,-14.6543,-14.9896802869487,680.1594,679.824056036737
-13.6459,0,35,2,7,35,-14.5665,-14.9631734204672,-0.92057,-1.31725111732733
-700.3004,0,33,2,6,33,-16.4044,-16.844859917568,683.896,683.455517754374
-14.212,0,32,1,2,32,-14.2194,-14.2194,-0.00743049999999999,-0.00743049999999999
-11.2665,0,19,3,3,19,-11.2049,-12.1824802247648,0.0615230000000001,-0.916057743606615
-234.2967,0,28,0,2,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.8995,0,21,2,3,21,-13.4396,-14.0541754330425,-2.5401,-3.15467543304249
-10.8194,0,5,0,0,5,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.7923,1,10,2,0,11,-9.1576,-9.85059864323273,3.6346,2.94160135676727
-11.5872,0,12,2,0,12,-15.0769,-15.7521508841686,-3.4897,-4.16495088416856
-13.4016,0,8,2,0,8,-12.0252,-12.0505210748155,1.3765,1.35117892518449
-10.0584,1,36,3,4,37,-10.1041,-11.1634395347918,-0.045708,-1.10504722669796
-10.1464,0,14,4,7,14,-11.9645,-13.1889708176827,-1.8181,-3.04255690515531
-11.5652,0,14,2,3,14,-10.2597,-10.9515044787596,1.3055,0.613695521240438
-9.6524,0,11,0,0,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.2488,2,42,1,2,44,-11.9464,-11.9464,-0.69768,-0.69768
-12.5201,0,37,1,3,37,-15.2313,-15.2313,-2.7112,-2.7112
-11.7364,0,19,3,6,19,-12.4287,-13.5262257350762,-0.69231,-1.78983572421648
-12.4527,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,25,2,3,25,-13.1289,-13.7476494241701,451.4263,450.80755057583
-13.48,1,10,0,0,11,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.8637,0,21,1,2,21,-14.3749,-14.3749,1.4888,1.4888
NaN,NaN,4,0,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.476,0,15,2,2,15,-14.409,-15.0359476788498,-0.93301,-1.55996344363593
-13.9148,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-468.9772,0,3,1,0,3,-10.5038,-10.5038,458.4734,458.4734
-11.0612,0,28,0,4,28,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.6319,0,22,1,4,22,-15.7676,-15.7676,-5.1357,-5.1357
-464.5552,0,30,2,5,30,-12.0038,-12.6875318064372,452.5514,451.867668193563
-12.3272,0,26,0,3,26,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.5449,1,34,1,5,35,-14.0285,-14.0285,-0.48353,-0.48353
-12.2151,0,120,0,3,120,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.8371,0,48,6,8,48,-8.6377,-10.3912990071356,1.1994,-0.554199007135597
NaN,NaN,3,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-694.8137,0,11,1,2,11,-15.9463,-15.9463,678.8675,678.8675
-9.6304,0,40,0,3,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-13.4984,1,38,1,2,39,-15.1257,-15.1257,-1.6273,-1.6273
-12.2,0,42,0,0,42,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-11.6949,0,9,2,0,9,-13.2713,-13.7827516563136,-1.5763,-2.08776827010182
-11.5029,0,15,1,3,15,-16.9869,-16.9869,-5.484,-5.484
-464.5552,0,42,2,4,42,-11.1224,-11.8154416650665,453.4329,452.739858324383
-464.5552,0,7,1,0,7,-13.9612,-13.9612,450.5941,450.5941
-13.2319,0,30,1,3,30,-15.6402,-15.6402,-2.4083,-2.4083
-13.4788,0,17,0,1,17,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-12.8488,0,33,0,3,33,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-10.6575,0,35,1,2,35,-11.34,-11.34,-0.68258,-0.68258
-15.1592,0,21,4,4,21,-11.1711,-12.3569700700289,3.9881,2.80224288705396
-12.6461,4,12,1,1,16,-12.789,-12.789,-0.14286,-0.14286
NaN,NaN,4,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-15.3165,2,21,2,6,23,-16.2151,-16.4169808835801,-0.89856,-1.10045640934536
-694.8137,0,52,2,6,52,-13.9793,-14.658600796793,680.8344,680.155100578371
-13.9687,2,74,4,7,76,-13.7215,-14.9407652384926,0.24727,-0.972001929462513
-7.1425,0,31,2,3,31,-13.749,-14.6046449198986,449.0027,447.904087711332
-464.5552,0,2,1,0,2,-15.5525,-15.5525,449.0027,449.0027
-9.8508,1,39,4,5,40,-12.6367,-13.5641423185593,-2.7859,-3.71334231855926
-14.1919,0,49,2,4,49,-12.9509,-13.5343392804565,681.8629,680.813418229311
-694.8137,0,4,2,0,4,-12.9509,-13.3072345901294,681.8629,681.506565409871
-464.5552,0,40,0,3,40,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
NaN,NaN,9,1,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-464.5552,0,3,0,0,3,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-464.5552,0,29,3,6,29,-11.1806,-12.2242857863126,453.3746,452.330915864542
-11.4125,0,13,3,0,13,-11.7712,-13.1643327980388,681.207,679.215167336594
-464.5552,0,6,2,0,6,-14.473,-14.6974450282078,450.0822,449.857754971792
-694.8137,0,4,3,0,4,-13.6067,-14.6177071941349,681.207,680.195996589606
-13.7368,0,16,1,3,16,-15.8685,-15.8685,-2.1316,-2.1316
-14.3539,1,25,1,2,26,-14.8838,-14.8838,-0.52986,-0.52986
-11.7951,0,21,2,5,21,-10.4092,-11.7318987770488,454.1461,452.797594016779
-464.5552,0,5,2,0,5,-10.4092,-11.0645550941523,454.1461,453.490741197338
NaN,NaN,8,3,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-9.5484,0,24,0,1,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-15.9686,0,11,2,4,11,-14.337,-14.8775379716128,1.6316,1.09106627448777
-13.7649,0,16,4,7,16,-11.0773,-12.4448089581494,2.6876,1.32009245078557
-13.5317,1,31,3,8,32,-13.2892,-13.9389816881114,0.24244,-0.407355983920227
-17.6178,0,12,2,0,12,-15.0315,-15.1558983666918,2.5863,2.46185825788221
-464.5552,0,103,1,6,103,-14.3434,-14.3434,450.2118,450.2118
-12.1618,0,20,1,1,20,-16.6144,-16.6144,-4.4526,-4.4526
-14.6079,0,30,0,0,30,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,24,0,4,24,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-694.8137,0,114,2,2,114,-16.1388,-16.3728948900959,678.6749,678.440841922847
-694.8137,0,25,2,2,25,-16.1388,-16.3728948900959,678.6749,678.440841922847
-11.979,1,3,2,0,4,-11.5175,-12.1891337103702,0.46153,-0.210104348872043
NaN,NaN,6,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
NaN,NaN,7,2,0,NaN,-21.4787,-21.4787,-12.6244,-13.1903805535791
-13.5868,2,49,1,2,51,-17.5408,-17.5408,-3.954,-3.954
-12.2643,3,39,2,3,42,-13.8487,-14.1490036110281,-1.5843,-1.88463609649635
-694.8137,0,10,0,0,10,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.7852,0,4,0,0,4,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-9.5753,0,26,2,3,26,-10.0264,-10.6454856688367,-0.45108,-1.07016709653199
-10.5619,0,21,1,4,21,-14.6278,-14.6278,-4.0658,-4.0658
-11.3604,1,22,1,4,23,-13.3604,-13.3604,-1.9999,-1.9999
-464.5552,0,49,2,6,49,-15.9942,-16.4434321233598,448.561,448.11176787664
-14.8933,0,18,1,3,18,-17.2193,-17.2193,-2.326,-2.326
-16.0473,0,22,5,9,22,-11.8573,-13.2735635120375,4.19,2.77373728037332
-9.6671,0,8,0,0,8,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
-14.4356,0,20,0,1,20,-44.5045509299405,-44.5045509299405,-35.6502509299405,-36.2162314835196
