,Gene Name,DTT Fold Change,DTT Intensity (Median),DTT Localization,DTT STD,Description,H2O2 Fold Change,H2O2 Intensity (Median),H2O2 Localization,H2O2 STD,MA3 Fold Change,MA3 Intensity (Median),MA3 Localization,MA3 STD,N' NATIVEpr-GFP in SD Intensity,N' NATIVEpr-GFP in SD Localization,N' NOP1pr-GFP in SD Intensity,N' NOP1pr-GFP in SD Localization,N' TEF2pr-VC and Cyto-VN in SD Intensity,N' TEF2pr-VC and Cyto-VN in SD Localization,N' TEF2pr-mCherry in SD Intensity,N' TEF2pr-mCherry in SD Localization,ORF,Pup2 DAmP Localization,SD Intensity (Median),SD Localization,SD STD,Significance of DTT Intensity (Median) Change,Significance of H2O2 Intensity (Median) Change,Significance of MA3 Intensity (Median) Change,Significance of Starvation Intensity (Median) Change,Starvation Fold Change,Starvation Intensity (Median),Starvation Localization,Starvation STD
69,AEP3,0.92,15.4,cytosol,6.6,"Peripheral mitochondrial inner membrane protein, located on the matrix face of the membrane; stabilizes the bicistronic AAP1-ATP6 mRNA encoding subunits 6 and 8 of the ATP synthase complex",1.1,18.41,cytosol,3.73,0.96,15.95,below threshold,3.37,21.08,below threshold,24.4,below threshold,21.22,below threshold,28.97,below threshold,YPL005W,below threshold,16.59,below threshold,3.72,0.0,0.0,0.0,0.0,0.96,15.95,cytosol,
70,AFB1,,,,,,,,,,,,,,29.29,below threshold,47.16,"cell periphery,vacuole",24.4,,19.55,"cell periphery,vacuole",YLR040C,,,,,,,,,,,,
71,AFG1,1.07,36.58,mitochondria,13.16,Conserved protein that may act as a chaperone in the degradation of misfolded or unassembled cytochrome c oxidase subunits; localized to matrix face of the mitochondrial inner membrane; member of the AAA family but lacks a protease domain,0.89,30.29,mitochondria,6.23,1.1,37.26,mitochondria,4.14,19.03,"cytosol,mitochondria",109.66,mitochondria,53.6,,115.79,mitochondria,YEL052W,mitochondria,33.98,mitochondria,8.42,0.0,0.0,0.0,0.0,0.7,24.09,mitochondria,
72,AFG2,0.75,27.44,cytosol,11.84,"ATPase of the CDC48/PAS1/SEC18 (AAA) family, forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; may be involved in degradation of aberrant mRNAs",0.94,34.7,cytosol,8.6,1.04,38.01,cytosol,7.67,,missing,104.65,cytosol,0.0,,0.0,vacuole,YLR397C,cytosol,36.58,cytosol,8.37,0.0,0.0,0.0,0.0,0.74,27.32,cytosol,
73,AFG3,1.15,45.81,mitochondria,14.88,"Component, with Yta12p, of the mitochondrial inner membrane m-AAA protease that mediates degradation of misfolded or unassembled proteins and is also required for correct assembly of mitochondrial enzyme complexes",0.87,34.53,vacuole membrane,6.49,0.8,31.53,mitochondria,5.33,32.94,mitochondria,99.7,mitochondria,36.94,,0.0,missing,YER017C,mitochondria,39.64,mitochondria,13.06,0.0,0.0,0.0,0.0,1.29,51.21,mitochondria,
74,AFI1,1.01,16.68,cytosol,6.42,"Arf3p polarization-specific docking factor, required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p",1.0,16.43,cytosol,3.77,1.05,17.23,below threshold,2.88,19.88,below threshold,37.53,"cell periphery,nucleus",,,31.18,"cell periphery,nucleus",YOR129C,below threshold,16.41,below threshold,4.4,0.0,0.0,0.0,0.0,0.88,14.51,cytosol,
75,AFR1,1.1,17.47,cytosol,5.65,Protein required for pheromone-induced projection (shmoo) formation; regulates septin architecture during mating; has an RVXF motif that mediates targeting of Glc7p to mating projections; interacts with Cdc12p,0.93,14.79,cytosol,3.64,1.06,16.69,below threshold,3.3,17.51,punctate,39.86,"punctate,bud neck",26.74,below threshold,16.52,punctate,YDR085C,below threshold,15.8,below threshold,3.16,0.0,0.0,0.0,0.0,1.07,16.96,cytosol,
76,AFT1,1.08,18.65,cytosol,6.43,Transcription factor involved in iron utilization and homeostasis; binds the consensus site PyPuCACCCPu and activates the expression of target genes in response to changes in iron availability,1.18,20.29,cytosol,3.06,1.06,18.11,below threshold,3.83,51.05,nucleus,33.74,"cytosol,nucleus",34.58,cytosol,30.71,nucleus,YGL071W,below threshold,17.15,below threshold,3.66,0.0,0.0,0.0,0.0,0.84,14.53,cytosol,
77,AFT2,0.76,14.54,cytosol,8.72,Iron-regulated transcriptional activator; activates genes involved in intracellular iron use and required for iron homeostasis and resistance to oxidative stress; similar to Aft1p,0.81,15.53,cytosol,4.16,0.95,18.14,cytosol,5.3,22.99,below threshold,37.76,cytosol,24.92,below threshold,12.22,cytosol,YPL202C,cytosol,19.14,cytosol,9.27,0.0,0.0,0.0,0.0,0.86,16.52,cytosol,
78,AGA1,,,,,,,,,,,,,,19.65,below threshold,31.89,"cell periphery,vacuole",22.15,,12.36,"cell periphery,vacuole",YNR044W,,,,,,,,,,,,
79,AGA2,,,,,,,,,,,,,,19.67,below threshold,86.85,ER,28.17,,33.53,"ER,vacuole",YGL032C,,,,,,,,,,,,
80,AGC1,1.01,14.58,cytosol,4.8,"Mitochondrial amino acid transporter, acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis",1.06,15.3,cytosol,3.48,0.97,13.94,below threshold,1.61,20.08,punctate,131.78,mitochondria,31.04,mitochondria,86.38,punctate,YPR021C,below threshold,14.36,below threshold,3.83,0.0,0.0,0.0,0.0,1.24,17.84,cytosol,
81,AGE1,1.28,18.72,cytosol,6.99,"ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in the secretory and endocytic pathways; contains C2C2H2 cysteine/histidine motif",1.2,17.46,cytosol,3.48,1.13,16.46,below threshold,2.39,19.79,below threshold,33.59,punctate,24.6,below threshold,11.65,cytosol,YDR524C,below threshold,14.52,below threshold,3.94,0.0,0.0,0.0,0.0,1.04,15.12,cytosol,
82,AGE2,1.33,48.8,punctate,15.23,"ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector, involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif",1.19,43.59,punctate,8.32,1.07,39.15,punctate,6.26,37.74,punctate,116.92,"cytosol,punctate",47.54,"cytosol,punctate",145.72,"cytosol,punctate",YIL044C,punctate,36.57,punctate,8.82,0.0,0.0,0.0,0.0,1.15,42.07,punctate,
83,AGP1,0.49,16.08,punctate,6.32,"Low-affinity amino acid permease with broad substrate range, involved in uptake of asparagine, glutamine, and other amino acids; expression is regulated by the SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p)",0.67,21.77,punctate,4.9,0.71,22.72,punctate,2.86,45.31,ER,60.36,ER,27.55,below threshold,66.69,"cell periphery,vacuole",YCL025C,punctate,32.18,punctate,9.33,-1.0,-1.0,0.0,-1.0,0.7,22.79,punctate,
84,AGP2,0.97,29.94,ER,9.02,"High affinity polyamine permease, preferentially uses spermidine over putrescine; expression is down-regulated by osmotic stress; plasma membrane carnitine transporter, also functions as a low-affinity amino acid permease",0.82,25.19,ER,7.25,0.64,19.74,ER,4.12,20.43,below threshold,50.63,ER,37.29,"cell periphery,punctate",50.49,"ER,vacuole",YBR132C,ER,30.68,ER,9.94,0.0,0.0,-1.0,0.0,1.04,32.1,ER,
85,AGP3,0.89,14.64,cytosol,4.91,"Low-affinity amino acid permease, may act to supply the cell with amino acids as nitrogen source in nitrogen-poor conditions; transcription is induced under conditions of sulfur limitation; plays a role in regulating Ty1 transposition",1.0,16.47,cytosol,3.4,0.92,15.13,below threshold,1.87,17.57,below threshold,56.07,ER,26.42,below threshold,11.72,ER,YFL055W,below threshold,16.39,below threshold,4.35,0.0,0.0,0.0,0.0,1.29,21.28,cytosol,
86,AGX1,0.99,17.12,cytosol,7.05,"Alanine:glyoxylate aminotransferase (AGT), catalyzes the synthesis of glycine from glyoxylate, which is one of three pathways for glycine biosynthesis in yeast; has similarity to mammalian and plant alanine:glyoxylate aminotransferases",1.24,21.54,cytosol,5.87,1.14,19.79,below threshold,7.93,18.49,below threshold,111.92,cytosol,62.05,cytosol,215.27,cytosol,YFL030W,below threshold,17.28,below threshold,4.72,0.0,0.0,0.0,0.0,2.07,35.86,cytosol,
87,AHA1,1.55,168.43,cytosol,77.04,Co-chaperone that binds to Hsp82p and activates its ATPase activity; similar to Hch1p; expression is regulated by stresses such as heat shock,1.21,131.24,cytosol,27.38,1.3,139.92,cytosol,23.57,123.0,cytosol,176.15,cytosol,73.39,cytosol,247.86,cytosol,YDR214W,cytosol,107.97,cytosol,31.27,1.0,0.0,0.0,,,,nucleus,
88,AHC1,,,,,,,,,,,,,,18.31,punctate,41.65,"cytosol,nucleus",0.0,,,nucleus,YOR023C,,,,,,,,,,,,
89,AHC2,0.75,22.34,nucleus,7.45,"Protein of unknown function, putative transcriptional regulator; proposed to be a Ada Histone acetyltransferase complex component; GFP tagged protein is localized to the cytoplasm and nucleus",0.88,25.93,nucleus,4.75,0.93,27.28,nucleus,3.82,29.86,nucleus,63.65,"cytosol,nucleus",22.39,below threshold,7.2,"cytosol,nucleus",YCR082W,nucleus,29.41,nucleus,6.63,0.0,0.0,0.0,-1.0,0.72,21.2,nucleus,
90,AHK1,,,,,Putative protein of unknown function; YDL073W is not an essential gene,,,,,,,,,21.22,below threshold,51.15,"cytosol,punctate,bud",29.56,cytosol,37.01,"cytosol,punctate,bud",YDL073W,,,,,,,,,,,,
91,AHP1,0.73,2103.16,nucleus.cytosol,665.55,"Thiol-specific peroxiredoxin, reduces hydroperoxides to protect against oxidative damage; function in vivo requires covalent conjugation to Urm1p",1.0,2851.58,nucleus.cytosol,883.82,0.74,2103.17,nucleus:cytosol,545.36,23.9,cytosol,236.16,cytosol,74.24,cytosol,340.78,cytosol,YLR109W,nucleus:cytosol,2851.58,nucleus:cytosol,690.43,-1.0,0.0,-1.0,0.0,1.0,2851.58,"nucleus,cytosol",
92,AHT1,,,,,,,,,,,,,,,,,,,,,,YHR093W,,17.48,below threshold,3.58,,,,,,,,
93,AIF1,1.0,16.27,cytosol,4.11,"Mitochondrial cell death effector that translocates to the nucleus in response to apoptotic stimuli, homolog of mammalian Apoptosis-Inducing Factor, putative reductase",1.04,16.97,cytosol,3.03,1.0,16.19,below threshold,3.12,19.34,below threshold,136.24,ER,42.02,ER,152.46,ER,YNR074C,below threshold,16.2,below threshold,3.96,0.0,0.0,0.0,0.0,1.74,28.27,cytosol,
94,AIM10,,,,,,,,,,,,,,20.11,mitochondria,39.04,mitochondria,,,,missing,YER087W,,,,,,,,,,,,
95,AIM11,0.94,15.76,cytosol,5.93,Protein of unknown function; null mutant is viable but shows increased loss of mitochondrial genome and synthetic interaction with prohibitin (phb1); contains an intron,0.93,15.58,cytosol,2.79,1.01,16.84,below threshold,2.85,14.01,below threshold,23.98,"punctate,mitochondria",25.33,below threshold,11.43,punctate,YER093C-A,below threshold,16.74,below threshold,3.16,0.0,0.0,0.0,0.0,1.01,17.06,cytosol,
96,AIM14,0.96,19.51,cytosol,10.36,"Putative protein of with similarity to iron/copper reductases (FRE1-8), possibly involved in iron homeostasis; may interact with ribosomes; null mutant displays elevated frequency of mitochondrial genome loss",0.99,20.16,cytosol,4.72,1.13,22.86,cytosol,3.14,19.66,below threshold,44.98,ER,23.8,below threshold,35.77,ER,YGL160W,cytosol,20.18,cytosol,4.95,0.0,0.0,0.0,0.0,0.9,18.27,cytosol,
97,AIM17,2.24,130.23,mitochondria,88.17,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss",1.68,97.66,mitochondria,27.27,0.97,56.38,mitochondria,10.15,62.73,cytosol,103.6,mitochondria,61.22,,96.22,mitochondria,YHL021C,mitochondria,58.08,mitochondria,21.9,1.0,1.0,0.0,1.0,1.69,98.22,mitochondria,
98,AIM18,0.99,22.01,mitochondria,6.13,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss",0.93,20.68,mitochondria,4.53,1.02,22.59,mitochondria,3.86,28.65,mitochondria,75.74,mitochondria,30.25,,120.18,mitochondria,YHR198C,mitochondria,22.12,mitochondria,5.67,0.0,0.0,0.0,0.0,0.83,18.55,mitochondria,
99,AIM19,0.94,16.71,mitochondria,6.55,"Putative protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth",0.99,17.63,mitochondria,3.37,0.96,17.11,mitochondria,2.77,25.83,mitochondria,88.55,mitochondria,29.13,mitochondria,15.28,mitochondria,YIL087C,mitochondria,17.77,mitochondria,3.59,0.0,0.0,0.0,0.0,0.98,17.45,mitochondria,
100,AIM2,1.53,28.28,cytosol,13.01,Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor,1.0,18.49,cytosol,4.23,0.97,17.83,below threshold,3.64,29.71,cytosol,260.53,cytosol,72.26,cytosol,352.91,cytosol,YAL049C,below threshold,18.42,below threshold,5.04,0.0,0.0,0.0,0.0,4.85,89.55,cytosol,
101,AIM20,0.78,17.8,vacuole,7.58,Putative protein of unknown function; overexpression causes a cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; null mutant displays elevated frequency of mitochondrial genome loss,0.68,15.48,vacuole,2.38,0.97,22.11,vacuole,3.17,24.1,ambiguous,33.86,punctate,24.11,below threshold,14.59,punctate,YIL158W,vacuole,22.75,vacuole,5.22,-1.0,-1.0,0.0,-1.0,0.65,15.0,vacuole,
102,AIM21,,,,,,,,,,,,,,37.22,"punctate,bud neck",85.02,"cytosol,punctate,bud",57.18,cytosol,106.43,"punctate,bud neck",YIR003W,,,,,,,,,,,,
103,AIM22,0.82,14.87,cytosol,5.6,"Putative lipoate-protein ligase, required along with Lip2 and Lip5 for lipoylation of Lat1p and Kgd2p; similar to E. coli LplA; null mutant displays reduced frequency of mitochondrial genome loss",0.94,17.0,cytosol,2.75,0.97,17.54,below threshold,2.28,19.43,punctate,104.09,mitochondria,22.44,below threshold,26.81,mitochondria,YJL046W,below threshold,18.02,below threshold,3.74,0.0,0.0,0.0,0.0,0.79,14.3,cytosol,
104,AIM23,0.81,15.73,mitochondria,4.6,"Putative protein of unknown function; the authentic non-tagged protein is detected in highly purified mitochondria; null mutant is viable, displays severe respiratory growth defect and elevated frequency of mitochondrial genome loss",0.98,19.11,mitochondria,4.0,0.94,18.21,mitochondria,3.92,18.82,below threshold,66.23,mitochondria,26.3,,10.86,mitochondria,YJL131C,mitochondria,19.3,mitochondria,4.89,0.0,0.0,0.0,0.0,1.36,26.38,mitochondria,
105,AIM24,0.88,34.97,mitochondria,12.86,"Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss",1.17,46.18,mitochondria,8.44,1.04,41.05,mitochondria,5.62,18.78,mitochondria,108.88,mitochondria,32.16,,0.0,missing,YJR080C,mitochondria,39.45,mitochondria,9.98,0.0,0.0,0.0,1.0,1.79,70.63,mitochondria,
106,AIM25,1.04,16.41,cytosol,5.24,Putative protein of unknown function; non-tagged protein is detected in purified mitochondria in high-throughput studies; similar to murine NOR1; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1.08,17.16,cytosol,3.56,1.05,16.57,below threshold,2.47,18.69,mitochondria,101.75,mitochondria,38.25,,129.81,mitochondria,YJR100C,below threshold,15.77,below threshold,4.06,0.0,0.0,0.0,0.0,1.1,17.39,cytosol,
107,AIM26,1.09,16.8,cytosol,5.42,Putative protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss; null mutation confers sensitivity to tunicamycin and DTT,1.08,16.77,cytosol,3.5,0.96,14.84,below threshold,1.64,18.8,below threshold,12.1,below threshold,24.06,,4.79,below threshold,YKL037W,below threshold,15.39,below threshold,3.91,0.0,0.0,0.0,0.0,0.99,15.33,cytosol,
108,AIM27,,,,,,,,,,,,,,,,,,,,,,YKL207W,,17.03,below threshold,4.48,,,,,,,,
109,AIM29,,,nucleus.cytosol,,Putative protein of unknown function; epitope-tagged protein localizes to the cytoplasm; YKR074W is not an essential gene; null mutant displays elevated frequency of mitochondrial genome loss,,,nucleus.cytosol,,,,nucleus:cytosol,,30.14,nucleus,206.21,"cytosol,nucleus",0.0,,251.77,nucleus,YKR074W,nucleus:cytosol,38.71,nucleus:cytosol,9.06,0.0,0.0,0.0,,,,"nucleus,cytosol",
110,AIM3,1.26,23.78,cytosol,9.12,Protein interacting with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1.15,21.72,cytosol,4.29,0.98,18.4,cytosol,3.79,24.02,"punctate,bud neck",83.43,"cytosol,punctate",50.16,"punctate,bud neck",0.0,"cytosol,punctate",YBR108W,cytosol,18.82,cytosol,4.31,0.0,0.0,0.0,,,,punctate,
111,AIM32,1.0,15.92,cytosol,5.29,Putative protein of unknown function; null mutant is viable and displays elevated frequency of mitochondrial genome loss,1.12,17.81,cytosol,3.05,1.03,16.32,below threshold,2.17,19.39,below threshold,67.76,mitochondria,26.21,,12.91,"punctate,mitochondria",YML050W,below threshold,15.87,below threshold,3.21,0.0,0.0,0.0,0.0,1.18,18.84,cytosol,
112,AIM33,1.16,18.35,cytosol,6.28,"Putative protein of unknown function, highly conserved across species and orthologous to human CYB5R4; null mutant displays reduced frequency of mitochondrial genome loss",0.97,15.33,cytosol,2.93,1.12,17.66,below threshold,3.36,19.66,below threshold,14.32,below threshold,23.61,,4.43,below threshold,YML087C,below threshold,15.79,below threshold,3.97,0.0,0.0,0.0,0.0,1.14,18.07,cytosol,
113,AIM34,0.84,20.86,mitochondria,8.2,Protein of unknown function; GFP-fusion protein localizes to the mitochondria; null mutant is viable and displays reduced frequency of mitochondrial genome loss,0.77,19.04,mitochondria,3.09,0.93,22.79,mitochondria,2.51,16.92,below threshold,21.17,nucleus,22.06,below threshold,57.25,below threshold,YMR003W,mitochondria,24.61,mitochondria,4.74,0.0,-1.0,0.0,0.0,0.94,23.33,mitochondria,
114,AIM36,1.01,22.32,mitochondria,7.05,"Protein of unknown function; null mutant displays reduced respiratory growth and elevated frequency of mitochondrial genome loss; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies",0.98,21.7,mitochondria,3.85,1.09,24.06,mitochondria,3.56,23.6,mitochondria,112.21,mitochondria,27.44,,55.82,mitochondria,YMR157C,mitochondria,22.01,mitochondria,5.3,0.0,0.0,0.0,0.0,1.13,25.0,mitochondria,
115,AIM37,,,,,,,,,,,,,,,,,,,,,,YNL100W,,46.65,mitochondria,11.11,,,,,,,,
116,AIM38,,,,,,,,,,,,,,,,,,,,,,YNR018W,,61.07,mitochondria,17.23,,,,,,,,
117,AIM39,1.07,16.74,cytosol,5.26,Putative protein of unknown function; null mutant displays elevated frequency of mitochondrial genome loss,1.16,18.08,cytosol,3.41,1.03,16.07,below threshold,2.15,18.97,below threshold,33.52,"cytosol,punctate",23.65,below threshold,8.97,punctate,YOL053W,below threshold,15.53,below threshold,3.33,0.0,0.0,0.0,0.0,1.77,27.55,cytosol,
118,AIM4,0.92,19.65,nucleus,6.19,"Protein proposed to be associated with the nuclear pore complex; null mutant is viable, displays elevated frequency of mitochondrial genome loss and is sensitive to freeze-thaw stress",0.81,17.27,nucleus,2.62,0.88,18.65,nucleus,2.61,27.33,nucleus,60.82,nucleus,27.52,,0.0,nucleus,YBR194W,nucleus,21.27,nucleus,4.18,0.0,-1.0,0.0,0.0,0.9,19.36,nucleus,
119,AIM41,1.19,76.58,mitochondria,34.28,Putative protein of unknown function; the authentic protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss,1.03,66.21,mitochondria,15.84,1.09,69.68,mitochondria,15.84,48.61,"punctate,bud neck",156.61,mitochondria,65.15,,336.23,mitochondria,YOR215C,mitochondria,64.08,mitochondria,17.81,0.0,0.0,0.0,1.0,2.25,144.3,mitochondria,
120,AIM43,,,,,,,,,,,,,,,,,,,,,,YPL099C,,15.02,below threshold,3.47,,,,,,,,
121,AIM44,0.94,20.54,bud neck,8.0,Protein of unknown function; GFP-fusion protein localizes to the bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss,0.88,19.36,bud neck,4.59,0.98,21.35,bud neck,3.99,19.13,bud neck,28.78,bud neck,21.98,,5.85,nucleus,YPL158C,bud neck,,bud neck,6.34,0.0,0.0,0.0,0.0,0.76,16.7,cytosol,
122,AIM45,0.95,102.8,mitochondria,35.33,"Protein with similarity to mammalian electron transfer flavoprotein complex subunit ETF-alpha; interacts with frataxin, Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss",1.0,95.96,mitochondria,29.8,1.12,120.12,mitochondria,14.12,42.05,mitochondria,104.34,mitochondria,30.75,,57.25,missing,YPR004C,mitochondria,107.59,mitochondria,27.82,0.0,1.0,0.0,1.0,1.53,164.67,mitochondria,
123,AIM46,1.03,21.33,mitochondria,7.37,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss",1.39,28.92,mitochondria,5.45,1.18,24.45,mitochondria,3.61,22.35,"punctate,nucleus",132.04,mitochondria,38.65,,190.34,mitochondria,YHR199C,mitochondria,20.67,mitochondria,4.82,0.0,1.0,0.0,0.0,0.95,19.81,mitochondria,
124,AIM5,,,,,,,,,,,,,,,,,,,,,,YBR262C,,14.45,below threshold,4.08,,,,,,,,
